Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
2024-09-01 20:00:00+02:00,2025-07-21 23:00:00+02:00,323 days 04:00:00,50.0,36.48206552685438,-27.03586894629125,50.37989198638433,63.42027029126388,8.92861413827326,41.62582549850845,309 days 22:00:00,177,176,1,0.03932462270003967,64.20454545454545,14.041133436983868,-16.04812264689583,1.5458626263571502,-3.5073226505712936,0 days 14:23:21.769911504,0 days 21:26:40,0.7573320609908575,-0.07702988122639559,-1.1545081571885725,-0.7195787190893844,0.9407954535699699,-1.5129037834925
2024-09-20 02:00:00+02:00,2025-07-21 02:00:00+02:00,305 days 00:00:00,50.0,50.0,0.0,46.88568751464015,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
2024-09-20 02:00:00+02:00,2025-07-21 02:00:00+02:00,305 days 00:00:00,50.0,50.0,0.0,46.88568751464015,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
2024-09-20 02:00:00+02:00,2025-07-21 02:00:00+02:00,305 days 00:00:00,50.0,49.07974064748589,-1.8405187050282168,46.88568751464015,61.02281556893894,0.5318937557076073,18.157379600354645,111 days 00:00:00,9,9,0,0.0,55.55555555555556,10.591352554885448,-13.801717738740162,6.981102209434193,-9.00895355655171,4 days 04:48:00,3 days 00:00:00,0.916406038668955,-0.1022510391682343,-0.04382644815651408,-0.1210846908766315,0.9810058437928477,-0.06046319943802758
