ATR_MIN,DIST_MIN,EXPANSION_MIN,CROSS_MAX,total_return,sharpe_ratio,max_drawdown,total_trades,total_pnl
0.0005,0.0002,0.005,3.0,-26.624649662799282,-52.09546478535955,26.724491974772697,739,-2662.4700000000003
0.0005,0.0002,0.005,4.0,-33.21982841519916,-59.30740509357006,33.21982841519922,920,-3321.98
0.0005,0.0002,0.005,5.0,-35.88026440079906,-60.990735612479696,35.88026440079892,1021,-3588.02
0.0005,0.0005,,,-89.04970836119742,-97.09547173848587,89.0497083611972,2559,-8904.97
0.0005,0.0005,,1.0,-18.557386799199485,-50.298928702568595,18.55738679919952,501,-1855.74
0.0005,0.0005,,2.0,-36.64337405639906,-73.02566902505063,36.64337405639935,999,-3664.33
0.0005,0.0005,,3.0,-55.113608469598454,-87.29079726448116,55.11360846959876,1531,-5511.360000000001
0.0005,0.0005,,4.0,-69.006206813198,-96.58176221365632,69.0062068131979,1957,-6900.62
0.0005,0.0005,,5.0,-79.51795753439775,-100.93795783989046,79.51795753439764,2274,-7951.79
0.0005,0.0005,0.001,,-89.06908361119744,-97.20001139593714,89.0690836111972,2558,-8906.91
0.0005,0.0005,0.001,1.0,-18.557386799199485,-50.298928702568595,18.55738679919952,501,-1855.74
0.0005,0.0005,0.001,2.0,-36.66274930639905,-73.11354784076879,36.66274930639937,998,-3666.27
0.0005,0.0005,0.001,3.0,-55.13298371959845,-87.37623727363324,55.13298371959876,1530,-5513.3
0.0005,0.0005,0.001,4.0,-69.02558206319802,-96.6762266847077,69.02558206319792,1956,-6902.5599999999995
0.0005,0.0005,0.001,5.0,-79.53733278439776,-101.04325053128875,79.53733278439763,2273,-7953.73
0.0005,0.0005,0.002,,-83.18642066519752,-98.65167953221246,83.18642066519732,2378,-8318.64
0.0005,0.0005,0.002,1.0,-18.0464955983995,-49.33597535567865,18.069865989535263,486,-1804.65
0.0005,0.0005,0.002,2.0,-34.580831002399094,-70.23568016053783,34.58083100239939,934,-3458.09
0.0005,0.0005,0.002,3.0,-52.074415006398546,-83.99572845601453,52.074415006398944,1438,-5207.4400000000005
0.0005,0.0005,0.002,4.0,-65.15943046159813,-93.73719015444314,65.15943046159822,1831,-6515.9400000000005
0.0005,0.0005,0.002,5.0,-74.70625467879792,-98.59619539476995,74.70625467879779,2123,-7470.62
0.0005,0.0005,0.003,,-65.41851431919817,-87.42157354751464,65.41851431919821,1861,-6541.85
0.0005,0.0005,0.003,1.0,-15.350701269999595,-43.96786401440411,15.413381972533077,404,-1535.07
0.0005,0.0005,0.003,2.0,-28.904885283999327,-61.68633830680825,28.904885283999622,771,-2890.49
0.0005,0.0005,0.003,3.0,-42.259251274398714,-71.36396501348942,42.25925127439908,1167,-4225.92
0.0005,0.0005,0.003,4.0,-52.41926746199851,-79.31382746200494,52.41926746199898,1478,-5241.93
0.0005,0.0005,0.003,5.0,-59.807227883198365,-84.928609203114,59.80722788319862,1702,-5980.72
0.0005,0.0005,0.004,,-46.55083802159863,-70.37564991834209,46.56846898760105,1304,-4655.09
0.0005,0.0005,0.004,1.0,-11.256044214399713,-35.14901084113793,11.469835328543745,294,-1125.6100000000001
0.0005,0.0005,0.004,2.0,-20.793137787999502,-49.52013449990289,20.8589774158876,546,-2079.31
0.0005,0.0005,0.004,3.0,-30.948887265199165,-57.68729066328553,30.97166475648242,841,-3094.89
0.0005,0.0005,0.004,4.0,-37.77899010079896,-63.72486835586213,37.79951458555369,1050,-3777.8999999999996
0.0005,0.0005,0.004,5.0,-42.61351371399875,-67.36281898311027,42.63244346240363,1201,-4261.35
0.0005,0.0005,0.005,,-31.168585756399132,-53.94840201469238,31.26815904360467,868,-3116.8599999999997
0.0005,0.0005,0.005,1.0,-8.047804813999809,-27.716006894320483,8.35571207411565,207,-804.78
0.0005,0.0005,0.005,2.0,-14.90477244399967,-38.97744265469384,15.100570924366332,391,-1490.48
0.0005,0.0005,0.005,3.0,-21.6903163671994,-45.35564116169682,21.83128146800817,588,-2169.04
0.0005,0.0005,0.005,4.0,-26.1396402835993,-49.929268851022165,26.15820882012219,720,-2613.9700000000003
0.0005,0.0005,0.005,5.0,-29.172725853599204,-52.59910596103321,29.208402556211443,809,-2917.27
0.0005,0.0007,,,-67.48806478999802,-90.87148769287627,67.48806478999799,1897,-6748.8099999999995
0.0005,0.0007,,1.0,-13.574533689599644,-40.328496934989985,13.599179334303882,366,-1357.46
0.0005,0.0007,,2.0,-28.101549173599295,-60.94515894458355,28.10154917359946,752,-2810.15
0.0005,0.0007,,3.0,-41.54211590079888,-73.42259332467141,41.54211590079904,1130,-4154.21
0.0005,0.0007,,4.0,-52.852822882398506,-83.00489710756148,52.85282288239876,1463,-5285.280000000001
0.0005,0.0007,,5.0,-59.62612009279835,-86.86480301799398,59.62612009279854,1669,-5962.610000000001
0.0005,0.0007,0.001,,-67.50744003999803,-90.95730864442673,67.507440039998,1896,-6750.75
0.0005,0.0007,0.001,1.0,-13.574533689599644,-40.328496934989985,13.599179334303882,366,-1357.46
0.0005,0.0007,0.001,2.0,-28.1209244235993,-61.02989749392399,28.12092442359945,751,-2812.09
0.0005,0.0007,0.001,3.0,-41.561491150798894,-73.50105854289627,41.56149115079904,1129,-4156.15
0.0005,0.0007,0.001,4.0,-52.872198132398516,-83.0854624651761,52.87219813239877,1462,-5287.219999999999
0.0005,0.0007,0.001,5.0,-59.64549534279837,-86.94648528613025,59.64549534279855,1668,-5964.55
0.0005,0.0007,0.002,,-64.8608848463981,-88.76293418527713,64.86088484639816,1819,-6486.08
0.0005,0.0007,0.002,1.0,-13.495976875999647,-40.11810960591745,13.520644922472702,364,-1349.6
0.0005,0.0007,0.002,2.0,-27.0800019383993,-59.26383355316468,27.080001938399516,723,-2708.0
0.0005,0.0007,0.002,3.0,-40.30586146559893,-71.80591025548674,40.305861465599065,1095,-4030.59
0.0005,0.0007,0.002,4.0,-51.25309587079857,-81.47289924998248,51.25309587079888,1411,-5125.3099999999995
0.0005,0.0007,0.002,5.0,-57.72188741799842,-85.10209993892686,57.721887417998786,1610,-5772.1900000000005
0.0005,0.0007,0.003,,-54.434127352398455,-79.6565404354938,54.434127352398676,1514,-5443.42
0.0005,0.0007,0.003,1.0,-12.22007136239968,-37.291233608312325,12.285070218596797,324,-1222.01
0.0005,0.0007,0.003,2.0,-24.05977953359942,-54.39581705373447,24.059779533599656,636,-2405.9700000000003
0.0005,0.0007,0.003,3.0,-34.64383469399904,-63.96201201285939,34.64383469399913,942,-3464.38
0.0005,0.0007,0.003,4.0,-43.595109755598784,-71.97117598275696,43.59510975559907,1204,-4359.52
0.0005,0.0007,0.003,5.0,-48.96642547679857,-75.78169015373575,48.96642547679891,1366,-4896.65
0.0005,0.0007,0.004,,-40.49469394759891,-66.26706302392594,40.5143226188286,1107,-4049.47
0.0005,0.0007,0.004,1.0,-9.273300031999785,-30.774009421577784,9.491794895294108,243,-927.3299999999999
0.0005,0.0007,0.004,2.0,-17.8538536867996,-44.77829382956078,17.92213655465545,464,-1785.3899999999999
0.0005,0.0007,0.004,3.0,-26.195637669999268,-52.90806917063445,26.219983088241705,704,-2619.56
0.0005,0.0007,0.004,4.0,-32.469960797199136,-59.19646243558655,32.49223654075175,888,-3246.99
0.0005,0.0007,0.004,5.0,-36.340258927998995,-61.95303123367598,36.361257998686426,1007,-3634.02
0.0005,0.0007,0.005,,-27.51444924959926,-50.69401607311899,27.690488892438292,755,-2751.45
0.0005,0.0007,0.005,1.0,-6.921147114799832,-24.93356324194993,7.232827053583629,178,-692.12
0.0005,0.0007,0.005,2.0,-12.972928316399715,-35.46107744953199,13.173171842103699,340,-1297.29
0.0005,0.0007,0.005,3.0,-18.760308295199497,-41.645370216753896,18.947235443032515,507,-1876.03
0.0005,0.0007,0.005,4.0,-22.850042942399444,-46.63182419572238,22.94538046408075,619,-2285.01
0.0005,0.0007,0.005,5.0,-25.160474618399327,-48.0153398158218,25.271802910284087,695,-2516.04
0.0005,0.001,,,-42.18986756599883,-67.91264954577107,42.18986756599907,1184,-4218.99
0.0005,0.001,,1.0,-8.120601463599792,-28.60332483756818,8.376541838215818,216,-812.06
0.0005,0.001,,2.0,-17.31844215399961,-44.00769451320294,17.340597907185256,461,-1731.85
0.0005,0.001,,3.0,-25.75871432759933,-53.21839332313448,25.758714327599346,700,-2575.87
0.0005,0.001,,4.0,-32.52012583919913,-59.17302928059707,32.5201258391994,910,-3252.01
0.0005,0.001,,5.0,-36.805460809999,-62.762090351914274,36.805460809999126,1040,-3680.55
0.0005,0.001,0.001,,-42.18986756599883,-67.91264954577107,42.18986756599907,1184,-4218.99
0.0005,0.001,0.001,1.0,-8.120601463599792,-28.60332483756818,8.376541838215818,216,-812.06
0.0005,0.001,0.001,2.0,-17.31844215399961,-44.00769451320294,17.340597907185256,461,-1731.85
0.0005,0.001,0.001,3.0,-25.75871432759933,-53.21839332313448,25.758714327599346,700,-2575.87
0.0005,0.001,0.001,4.0,-32.52012583919913,-59.17302928059707,32.5201258391994,910,-3252.01
0.0005,0.001,0.001,5.0,-36.805460809999,-62.762090351914274,36.805460809999126,1040,-3680.55
0.0005,0.001,0.002,,-41.49709387919886,-66.93672602564874,41.497093879199156,1166,-4149.71
0.0005,0.001,0.002,1.0,-8.081215056799794,-28.478585995032383,8.337263749712521,215,-808.13
0.0005,0.001,0.002,2.0,-17.124582959599614,-43.62474422786518,17.146783000217958,455,-1712.46
0.0005,0.001,0.002,3.0,-25.521515925199346,-52.812299970283085,25.521515925199413,693,-2552.1499999999996
0.0005,0.001,0.002,4.0,-32.26651469119915,-58.85057998228988,32.2665146911994,901,-3226.65
0.0005,0.001,0.002,5.0,-36.38574963359902,-62.20916294102568,36.385749633599126,1027,-3638.58
0.0005,0.001,0.003,,-36.82353598359897,-61.11714990722767,36.887032823533225,1039,-3682.36
0.0005,0.001,0.003,1.0,-7.841059824799801,-27.755193502082427,8.097768979221682,209,-784.1
0.0005,0.001,0.003,2.0,-16.129088445999646,-41.64455891932953,16.22709933315626,430,-1612.9099999999999
0.0005,0.001,0.003,3.0,-23.3966340355994,-49.294031907025065,23.44071094147785,640,-2339.66
0.0005,0.001,0.003,4.0,-29.219266355999185,-54.381919739462305,29.21926635599945,822,-2921.92
0.0005,0.001,0.003,5.0,-32.85441166079914,-57.27371372862062,32.85441166079933,935,-3285.44
0.0005,0.001,0.004,,-28.69524539759925,-51.469048186224775,28.807099303386646,809,-2869.5299999999997
0.0005,0.001,0.004,1.0,-6.2455692347998655,-23.26996010902439,6.562768212990426,168,-624.56
0.0005,0.001,0.004,2.0,-12.400425611599726,-34.29331502301009,12.604535869597566,334,-1240.04
0.0005,0.001,0.004,3.0,-18.537337669199538,-41.44504045690882,18.678865682011363,509,-1853.73
0.0005,0.001,0.004,4.0,-22.900778117599394,-45.7297164124017,22.960928366240367,645,-2290.08
0.0005,0.001,0.004,5.0,-25.679868249199316,-47.9497803751815,25.718687663323553,733,-2567.99
0.0005,0.001,0.005,,-21.050835220399446,-41.761258233839726,21.364420851191646,582,-2105.08
0.0005,0.001,0.005,1.0,-4.9872404711998986,-19.9149716603413,5.305396208573857,130,-498.72
0.0005,0.001,0.005,2.0,-9.364456564799772,-27.970672810544144,9.616678124717101,253,-936.44
0.0005,0.001,0.005,3.0,-14.067497452399602,-34.003163984362075,14.306631339820477,386,-1406.75
0.0005,0.001,0.005,4.0,-17.20351038599957,-37.839036713271526,17.433917343078733,473,-1720.35
0.0005,0.001,0.005,5.0,-19.059476622799515,-39.256129563321146,19.305037896172678,531,-1905.94
0.0005,0.0015,,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
0.0005,0.0015,,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
0.0005,0.0015,,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
0.0005,0.0015,,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
0.0005,0.0015,,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
0.0005,0.0015,,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
0.0005,0.0015,0.001,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
0.0005,0.0015,0.001,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
0.0005,0.0015,0.001,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
0.0005,0.0015,0.001,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
0.0005,0.0015,0.001,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
0.0005,0.0015,0.001,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
0.0005,0.0015,0.002,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
0.0005,0.0015,0.002,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
0.0005,0.0015,0.002,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
0.0005,0.0015,0.002,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
0.0005,0.0015,0.002,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
0.0005,0.0015,0.002,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
0.0005,0.0015,0.003,,-19.4026388555995,-41.677669632705346,19.658319656918177,522,-1940.26
0.0005,0.0015,0.003,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
0.0005,0.0015,0.003,2.0,-7.6267719007998185,-25.518521289872616,7.93608901405133,200,-762.6800000000001
0.0005,0.0015,0.003,3.0,-12.087597431599693,-34.035444601295964,12.32973361734459,307,-1208.75
0.0005,0.0015,0.003,4.0,-15.334270282399606,-38.19530623501112,15.567464191998187,399,-1533.42
0.0005,0.0015,0.003,5.0,-17.17063244439956,-39.14786532485477,17.381885022540683,459,-1717.06
0.0005,0.0015,0.004,,-17.22067482719955,-38.684663131855025,17.54711847498534,460,-1722.0700000000002
0.0005,0.0015,0.004,1.0,-3.4305741107999235,-16.078025156415496,3.753942435790493,84,-343.05
0.0005,0.0015,0.004,2.0,-6.868443856799831,-23.82242187732777,7.180300275500562,179,-686.85
0.0005,0.0015,0.004,3.0,-11.053274153199727,-32.02472269938234,11.298259164436121,279,-1105.33
0.0005,0.0015,0.004,4.0,-13.79408383079963,-35.58087399325261,14.031519859392045,356,-1379.41
0.0005,0.0015,0.004,5.0,-15.331312304399594,-36.071242577635005,15.58577060543377,410,-1533.13
0.0005,0.0015,0.005,,-13.792357939199656,-33.36851405140578,14.183429723796625,364,-1379.24
0.0005,0.0015,0.005,1.0,-3.0861813095999358,-14.861316215459759,3.4107028538650193,74,-308.62
0.0005,0.0015,0.005,2.0,-5.910839066399858,-21.50206544958947,6.225902080295917,151,-591.08
0.0005,0.0015,0.005,3.0,-9.443681347999778,-28.975901627830847,9.746914434560761,233,-944.36
0.0005,0.0015,0.005,4.0,-11.52573586239971,-31.778712678324002,11.821997068630514,290,-1152.58
0.0005,0.0015,0.005,5.0,-12.547828288799684,-31.581154330489056,12.862595847435957,330,-1254.78
0.001,,,,-99.01739305306036,-61.11301253753034,99.01739305306016,2898,-9901.74
0.001,,,1.0,-27.77839588399923,-62.36029966494891,27.778395883999245,779,-2777.84
0.001,,,2.0,-42.45202215719888,-80.76232249908378,42.45202215719918,1158,-4245.200000000001
0.001,,,3.0,-68.0810485375981,-97.83062268896511,68.08104853759808,1896,-6808.1
0.001,,,4.0,-81.65136912039746,-102.55036639831465,81.65136912039748,2294,-8165.13
0.001,,,5.0,-92.2231294363973,-92.93424105027404,92.22312943639723,2634,-9222.310000000001
0.001,,0.001,,-99.01739305306036,-61.11301253753034,99.01739305306016,2898,-9901.74
0.001,,0.001,1.0,-27.77839588399923,-62.36029966494891,27.778395883999245,779,-2777.84
0.001,,0.001,2.0,-42.45202215719888,-80.76232249908378,42.45202215719918,1158,-4245.200000000001
0.001,,0.001,3.0,-68.0810485375981,-97.83062268896511,68.08104853759808,1896,-6808.1
0.001,,0.001,4.0,-81.65136912039746,-102.55036639831465,81.65136912039748,2294,-8165.13
0.001,,0.001,5.0,-92.2231294363973,-92.93424105027404,92.22312943639723,2634,-9222.310000000001
0.001,,0.002,,-98.58400944498926,-70.1547498612462,98.58400944498918,2886,-9858.41
0.001,,0.002,1.0,-27.750325527199237,-62.367477712205734,27.750325527199266,777,-2775.04
0.001,,0.002,2.0,-42.34020378639889,-80.64549839681237,42.34020378639922,1154,-4234.02
0.001,,0.002,3.0,-67.95181181359807,-97.78063023429408,67.95181181359803,1890,-6795.18
0.001,,0.002,4.0,-81.21971456519746,-102.43295943126448,81.21971456519758,2286,-8121.97
0.001,,0.002,5.0,-92.02563995159724,-93.27078541679514,92.02563995159723,2625,-9202.560000000001
0.001,,0.003,,-91.80290554719757,-91.917371888591,91.8029055471973,2594,-9180.29
0.001,,0.003,1.0,-25.05037283079932,-58.10284551201982,25.050372830799205,696,-2505.04
0.001,,0.003,2.0,-39.05064986799897,-76.02732615963039,39.050649867999326,1068,-3905.0699999999997
0.001,,0.003,3.0,-61.40440213079834,-90.86490939305718,61.40440213079829,1726,-6140.4400000000005
0.001,,0.003,4.0,-73.94570320639782,-97.83347760362595,73.94570320639791,2102,-7394.57
0.001,,0.003,5.0,-84.18020815879746,-97.28627287032307,84.18020815879765,2392,-8418.02
0.001,,0.004,,-66.05332703199804,-88.08237078048577,66.0533270319982,1883,-6605.33
0.001,,0.004,1.0,-17.34927245679954,-44.68748735016126,17.525613949948983,488,-1734.9299999999998
0.001,,0.004,2.0,-29.350659070399253,-62.16453794336633,29.42662539298575,801,-2935.0699999999997
0.001,,0.004,3.0,-45.56423569639871,-74.07339886765183,45.56423569639888,1273,-4556.42
0.001,,0.004,4.0,-54.13637158239841,-79.98838377374268,54.136371582398425,1548,-5413.639999999999
0.001,,0.004,5.0,-60.79905095439816,-84.08831811244637,60.79905095439817,1758,-6079.9
0.001,,0.005,,-43.46239160839879,-68.74406332261975,43.49490744560167,1239,-4346.24
0.001,,0.005,1.0,-11.613996082799677,-33.30759810533809,11.866362208682201,332,-1161.3899999999999
0.001,,0.005,2.0,-19.284652912799498,-45.118641343162324,19.505955566837706,550,-1928.46
0.001,,0.005,3.0,-29.91877022279914,-55.17071133964568,29.98473135925152,864,-2991.87
0.001,,0.005,4.0,-36.59544728359899,-62.272455996920826,36.595447283599015,1051,-3659.54
0.001,,0.005,5.0,-40.107175608798784,-64.70612723334334,40.10717560879889,1166,-4010.7200000000003
0.001,0.0002,,,-86.08191200919755,-97.02327330983725,86.08191200919742,2499,-8608.19
0.001,0.0002,,1.0,-21.59065129319941,-53.133455440860175,21.590651293199418,594,-2159.0699999999997
0.001,0.0002,,2.0,-37.49221173439909,-73.53487867686425,37.49221173439949,1016,-3749.2200000000003
0.001,0.0002,,3.0,-55.685523669198375,-85.57526757003627,55.68552366919857,1565,-5568.55
0.001,0.0002,,4.0,-69.34338655519787,-95.05408738141081,69.34338655519787,1968,-6934.34
0.001,0.0002,,5.0,-77.50274161119752,-96.41899542525549,77.50274161119766,2253,-7750.28
0.001,0.0002,0.001,,-86.08191200919755,-97.02327330983725,86.08191200919742,2499,-8608.19
0.001,0.0002,0.001,1.0,-21.59065129319941,-53.133455440860175,21.590651293199418,594,-2159.0699999999997
0.001,0.0002,0.001,2.0,-37.49221173439909,-73.53487867686425,37.49221173439949,1016,-3749.2200000000003
0.001,0.0002,0.001,3.0,-55.685523669198375,-85.57526757003627,55.68552366919857,1565,-5568.55
0.001,0.0002,0.001,4.0,-69.34338655519787,-95.05408738141081,69.34338655519787,1968,-6934.34
0.001,0.0002,0.001,5.0,-77.50274161119752,-96.41899542525549,77.50274161119766,2253,-7750.28
0.001,0.0002,0.002,,-85.73047036119759,-96.60013588620984,85.73047036119745,2490,-8573.05
0.001,0.0002,0.002,1.0,-21.602674540799413,-53.219857205131646,21.602674540799427,593,-2160.27
0.001,0.0002,0.002,2.0,-37.43142377399908,-73.48979295141858,37.43142377399951,1013,-3743.14
0.001,0.0002,0.002,3.0,-55.63590695199838,-85.59708642871642,55.63590695199859,1561,-5563.59
0.001,0.0002,0.002,4.0,-69.17801622759791,-94.98652725402658,69.1780162275979,1961,-6917.8
0.001,0.0002,0.002,5.0,-77.26047604239753,-96.33494932222787,77.2604760423977,2245,-7726.049999999999
0.001,0.0002,0.003,,-78.2941110091979,-96.2058050207041,78.2941110091978,2256,-7829.42
0.001,0.0002,0.003,1.0,-20.202647459199436,-50.98684687699938,20.202647459199515,549,-2020.27
0.001,0.0002,0.003,2.0,-35.244353530799174,-71.0243252390957,35.24435353079938,945,-3524.4399999999996
0.001,0.0002,0.003,3.0,-51.78917725679846,-81.34303106438365,51.78917725679861,1452,-5178.92
0.001,0.0002,0.003,4.0,-63.75113558679813,-89.54979471864077,63.75113558679825,1822,-6375.110000000001
0.001,0.0002,0.003,5.0,-71.49300427999785,-93.62361354466302,71.49300427999806,2071,-7149.3
0.001,0.0002,0.004,,-57.9780289539984,-81.99947894796274,57.97802895399848,1642,-5797.799999999999
0.001,0.0002,0.004,1.0,-14.549483198799617,-40.38409497123485,14.731798251201786,396,-1454.95
0.001,0.0002,0.004,2.0,-26.29074652839935,-57.93545207609069,26.370003048745783,705,-2629.0699999999997
0.001,0.0002,0.004,3.0,-39.1328332831989,-67.07471215766267,39.132833283199005,1088,-3913.28
0.001,0.0002,0.004,4.0,-48.09274359599877,-74.99079959177573,48.09274359599888,1351,-4809.27
0.001,0.0002,0.004,5.0,-53.53167187719847,-79.12613676158851,53.53167187719856,1523,-5353.17
0.001,0.0002,0.005,,-38.52557014639889,-63.162046996182504,38.56092524206237,1092,-3852.55
0.001,0.0002,0.005,1.0,-9.979383705999744,-30.75172643717687,10.23641709564083,272,-997.94
0.001,0.0002,0.005,2.0,-17.96680346119959,-44.24628034606458,18.191719351032425,484,-1796.6799999999998
0.001,0.0002,0.005,3.0,-26.556146460799273,-51.98024353274103,26.656081985521002,737,-2655.62
0.001,0.0002,0.005,4.0,-33.10607720359915,-59.133243775613224,33.106077203599206,917,-3310.6099999999997
0.001,0.0002,0.005,5.0,-35.76651318919906,-60.82259669713778,35.76651318919891,1018,-3576.65
0.001,0.0005,,,-66.43040043999794,-86.68248997928757,66.43040043999795,1897,-6643.04
0.001,0.0005,,1.0,-14.639224205199596,-41.910920358352804,14.796603074184391,391,-1463.92
0.001,0.0005,,2.0,-28.07093481679931,-59.86816767019442,28.070934816799546,748,-2807.1
0.001,0.0005,,3.0,-41.53085060199883,-70.29510305538918,41.53085060199915,1142,-4153.08
0.001,0.0005,,4.0,-51.9305011595985,-78.46690704701282,51.930501159598684,1460,-5193.049999999999
0.001,0.0005,,5.0,-59.74107191239823,-83.81440644757913,59.741071912398226,1698,-5974.110000000001
0.001,0.0005,0.001,,-66.43040043999794,-86.68248997928757,66.43040043999795,1897,-6643.04
0.001,0.0005,0.001,1.0,-14.639224205199596,-41.910920358352804,14.796603074184391,391,-1463.92
0.001,0.0005,0.001,2.0,-28.07093481679931,-59.86816767019442,28.070934816799546,748,-2807.1
0.001,0.0005,0.001,3.0,-41.53085060199883,-70.29510305538918,41.53085060199915,1142,-4153.08
0.001,0.0005,0.001,4.0,-51.9305011595985,-78.46690704701282,51.930501159598684,1460,-5193.049999999999
0.001,0.0005,0.001,5.0,-59.74107191239823,-83.81440644757913,59.741071912398226,1698,-5974.110000000001
0.001,0.0005,0.002,,-66.29736043199796,-86.52299928555938,66.297360431998,1893,-6629.73
0.001,0.0005,0.002,1.0,-14.639224205199596,-41.910920358352804,14.796603074184391,391,-1463.92
0.001,0.0005,0.002,2.0,-28.07093481679931,-59.86816767019442,28.070934816799546,748,-2807.1
0.001,0.0005,0.002,3.0,-41.53085060199883,-70.29510305538918,41.53085060199915,1142,-4153.08
0.001,0.0005,0.002,4.0,-51.859818786398506,-78.41111509338138,51.85981878639869,1457,-5185.98
0.001,0.0005,0.002,5.0,-59.64174150799827,-83.71292870026899,59.64174150799823,1695,-5964.17
0.001,0.0005,0.003,,-60.570602106398276,-82.46769175065337,60.5706021063984,1725,-6057.0599999999995
0.001,0.0005,0.003,1.0,-14.36825245279962,-41.927564061972724,14.526130909885826,376,-1436.8200000000002
0.001,0.0005,0.003,2.0,-26.73426686359933,-58.27428826083885,26.734266863599643,708,-2673.42
0.001,0.0005,0.003,3.0,-38.99992160559888,-67.14594360935703,38.99992160559923,1074,-3899.99
0.001,0.0005,0.003,4.0,-48.29922246759861,-74.32217113985145,48.299222467598916,1363,-4829.93
0.001,0.0005,0.003,5.0,-55.34082295199836,-80.02681622802308,55.340822951998646,1575,-5534.09
0.001,0.0005,0.004,,-45.971203613998654,-69.64098936458083,45.97120361399868,1287,-4597.12
0.001,0.0005,0.004,1.0,-11.150108211999719,-34.881563860354454,11.360890624941534,291,-1115.01
0.001,0.0005,0.004,2.0,-20.571852165199516,-49.07379486417222,20.637875733754544,540,-2057.19
0.001,0.0005,0.004,3.0,-30.66219208399919,-57.24613100468961,30.662192083999294,832,-3066.2200000000003
0.001,0.0005,0.004,4.0,-37.250417245598996,-62.95271654903276,37.25041724559922,1036,-3725.04
0.001,0.0005,0.004,5.0,-42.07518731559874,-66.66553673658409,42.0751873155988,1185,-4207.52
0.001,0.0005,0.005,,-31.12333774679914,-53.880362412541864,31.222976490934546,867,-3112.33
0.001,0.0005,0.005,1.0,-8.047804813999809,-27.716006894320483,8.35571207411565,207,-804.78
0.001,0.0005,0.005,2.0,-14.90477244399967,-38.97744265469384,15.100570924366332,391,-1490.48
0.001,0.0005,0.005,3.0,-21.6903163671994,-45.35564116169682,21.83128146800817,588,-2169.04
0.001,0.0005,0.005,4.0,-26.094392273999294,-49.855040567217905,26.112972185897593,719,-2609.44
0.001,0.0005,0.005,5.0,-29.1274778439992,-52.52837771830346,29.163177338675684,808,-2912.74
0.001,0.0007,,,-55.23054725359845,-79.09374015963807,55.23054725359853,1539,-5523.05
0.001,0.0007,,1.0,-11.513867235599687,-35.48255580890175,11.677008296181917,307,-1151.3899999999999
0.001,0.0007,,2.0,-23.247944249599403,-52.723195242051695,23.247944249599666,614,-2324.8
0.001,0.0007,,3.0,-33.9915556063991,-62.94022967524888,33.99155560639922,919,-3399.16
0.001,0.0007,,4.0,-43.300183550798806,-71.4874894676569,43.30018355079912,1189,-4330.02
0.001,0.0007,,5.0,-48.84990553599861,-74.74287080040577,48.849905535998836,1360,-4884.99
0.001,0.0007,0.001,,-55.23054725359845,-79.09374015963807,55.23054725359853,1539,-5523.05
0.001,0.0007,0.001,1.0,-11.513867235599687,-35.48255580890175,11.677008296181917,307,-1151.3899999999999
0.001,0.0007,0.001,2.0,-23.247944249599403,-52.723195242051695,23.247944249599666,614,-2324.8
0.001,0.0007,0.001,3.0,-33.9915556063991,-62.94022967524888,33.99155560639922,919,-3399.16
0.001,0.0007,0.001,4.0,-43.300183550798806,-71.4874894676569,43.30018355079912,1189,-4330.02
0.001,0.0007,0.001,5.0,-48.84990553599861,-74.74287080040577,48.849905535998836,1360,-4884.99
0.001,0.0007,0.002,,-55.06156398119847,-78.87679774287884,55.061563981198546,1536,-5506.16
0.001,0.0007,0.002,1.0,-11.513867235599687,-35.48255580890175,11.677008296181917,307,-1151.3899999999999
0.001,0.0007,0.002,2.0,-23.247944249599403,-52.723195242051695,23.247944249599666,614,-2324.8
0.001,0.0007,0.002,3.0,-33.9915556063991,-62.94022967524888,33.99155560639922,919,-3399.16
0.001,0.0007,0.002,4.0,-43.26347714639881,-71.44860328284756,43.263477146399126,1188,-4326.35
0.001,0.0007,0.002,5.0,-48.78193670039862,-74.65525582022502,48.78193670039885,1359,-4878.1900000000005
