ATR_MIN,DIST_MIN,EXPANSION_MIN,CROSS_MAX,total_return,sharpe_ratio,max_drawdown,total_trades,total_pnl
,0.001,0.004,4.0,-22.900778117599394,-45.7297164124017,22.960928366240367,645,-2290.08
,0.001,0.004,5.0,-25.679868249199316,-47.9497803751815,25.718687663323553,733,-2567.99
,0.001,0.005,,-21.050835220399446,-41.761258233839726,21.364420851191646,582,-2105.08
,0.001,0.005,1.0,-4.9872404711998986,-19.9149716603413,5.305396208573857,130,-498.72
,0.001,0.005,2.0,-9.364456564799772,-27.970672810544144,9.616678124717101,253,-936.44
,0.001,0.005,3.0,-14.067497452399602,-34.003163984362075,14.306631339820477,386,-1406.75
,0.001,0.005,4.0,-17.20351038599957,-37.839036713271526,17.433917343078733,473,-1720.35
,0.001,0.005,5.0,-19.059476622799515,-39.256129563321146,19.305037896172678,531,-1905.94
,0.0015,,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
,0.0015,,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
,0.0015,,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
,0.0015,,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
,0.0015,,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
,0.0015,,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
,0.0015,0.001,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
,0.0015,0.001,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
,0.0015,0.001,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
,0.0015,0.001,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
,0.0015,0.001,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
,0.0015,0.001,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
,0.0015,0.002,,-19.95374038399946,-42.427874512301734,20.166696820334288,540,-1995.38
,0.0015,0.002,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
,0.0015,0.002,2.0,-7.860340754799809,-26.14426194635293,8.121725662828451,205,-786.03
,0.0015,0.002,3.0,-12.453749507599687,-34.85157577639291,12.650024221843312,315,-1245.38
,0.0015,0.002,4.0,-15.849838375999584,-39.23954886211525,16.03849921336737,411,-1584.98
,0.0015,0.002,5.0,-17.686200537999543,-40.12161563107464,17.853948720443526,471,-1768.62
,0.0015,0.003,,-19.4026388555995,-41.677669632705346,19.658319656918177,522,-1940.26
,0.0015,0.003,1.0,-3.731429346399913,-17.250644843550045,4.053790240180141,92,-373.15
,0.0015,0.003,2.0,-7.6267719007998185,-25.518521289872616,7.93608901405133,200,-762.6800000000001
,0.0015,0.003,3.0,-12.087597431599693,-34.035444601295964,12.32973361734459,307,-1208.75
,0.0015,0.003,4.0,-15.334270282399606,-38.19530623501112,15.567464191998187,399,-1533.42
,0.0015,0.003,5.0,-17.17063244439956,-39.14786532485477,17.381885022540683,459,-1717.06
,0.0015,0.004,,-17.22067482719955,-38.684663131855025,17.54711847498534,460,-1722.0700000000002
,0.0015,0.004,1.0,-3.4305741107999235,-16.078025156415496,3.753942435790493,84,-343.05
,0.0015,0.004,2.0,-6.868443856799831,-23.82242187732777,7.180300275500562,179,-686.85
,0.0015,0.004,3.0,-11.053274153199727,-32.02472269938234,11.298259164436121,279,-1105.33
,0.0015,0.004,4.0,-13.79408383079963,-35.58087399325261,14.031519859392045,356,-1379.41
,0.0015,0.004,5.0,-15.331312304399594,-36.071242577635005,15.58577060543377,410,-1533.13
,0.0015,0.005,,-13.792357939199656,-33.36851405140578,14.183429723796625,364,-1379.24
,0.0015,0.005,1.0,-3.0861813095999358,-14.861316215459759,3.4107028538650193,74,-308.62
,0.0015,0.005,2.0,-5.910839066399858,-21.50206544958947,6.225902080295917,151,-591.08
,0.0015,0.005,3.0,-9.443681347999778,-28.975901627830847,9.746914434560761,233,-944.36
,0.0015,0.005,4.0,-11.52573586239971,-31.778712678324002,11.821997068630514,290,-1152.58
,0.0015,0.005,5.0,-12.547828288799684,-31.581154330489056,12.862595847435957,330,-1254.78
0.0005,,,,-100.02351820307946,-10.673107099252402,100.02703880459775,2911,-10002.35
0.0005,,,1.0,-42.99059500999875,-85.99303684929865,42.99059500999904,1226,-4299.0599999999995
0.0005,,,2.0,-67.39371378279803,-112.03447426141382,67.39371378279823,1875,-6739.37
0.0005,,,3.0,-100.01249870592213,1.3248721682759723,100.01267291971001,2902,-10001.25
0.0005,,,4.0,-100.00394382283189,-16.289709567985586,100.00444918963125,2869,-10000.400000000001
0.0005,,,5.0,-100.02415471397251,-6.943816833640129,100.02777059918282,2845,-10002.41
0.0005,,0.001,,-100.02157783548795,-9.55008091035423,100.02480797004054,2910,-10002.16
0.0005,,0.001,1.0,-42.95305660319874,-85.92298329420542,42.953056603199045,1225,-4295.3099999999995
0.0005,,0.001,2.0,-67.33523701959805,-111.98022177461851,67.33523701959821,1872,-6733.52
0.0005,,0.001,3.0,-100.01835576603662,-4.56565312952978,100.01861161872651,2902,-10001.84
0.0005,,0.001,4.0,-100.0293057721668,-9.824387613919336,100.03306105350609,2868,-10002.93
0.0005,,0.001,5.0,-100.0206129438878,-5.274564397917391,100.02369863718272,2844,-10002.060000000001
0.0005,,0.002,,-100.00399036269967,-14.24864287472441,100.0045877075276,2774,-10000.4
0.0005,,0.002,1.0,-37.69495422719895,-78.01608597784946,37.69495422719916,1070,-3769.5
0.0005,,0.002,2.0,-59.66872734479839,-103.31828609413087,59.66872734479842,1649,-5966.87
0.0005,,0.002,3.0,-95.22978695285434,-101.24727152967235,95.2297869528543,2678,-9522.98
0.0005,,0.002,4.0,-100.00814869771565,-13.230178010730501,100.00857346531467,2878,-10000.82
0.0005,,0.002,5.0,-100.0051517087117,-17.267783898874974,100.00581185564381,2889,-10000.51
0.0005,,0.003,,-100.02648534460693,-5.89962308852057,100.0268545118022,2909,-10002.65
0.0005,,0.003,1.0,-27.09334468799927,-61.08205185762649,27.0933446879991,759,-2709.34
0.0005,,0.003,2.0,-44.38537555399883,-83.3722125250292,44.385375553999175,1221,-4438.54
0.0005,,0.003,3.0,-69.8082626439982,-99.51226352905431,69.80826264399818,1956,-6980.83
0.0005,,0.003,4.0,-84.22266854239751,-104.30608077852612,84.22266854239771,2387,-8422.27
0.0005,,0.003,5.0,-95.34291256866713,-89.20674677350708,95.34291256866736,2697,-9534.29
0.0005,,0.004,,-67.45679191959799,-89.62584091714878,67.4675267594728,1922,-6745.68
0.0005,,0.004,1.0,-17.509835542399525,-44.70756205998671,17.689095260196424,496,-1750.98
0.0005,,0.004,2.0,-30.095353443999244,-63.29736284357977,30.170519027438402,824,-3009.53
0.0005,,0.004,3.0,-46.49453644599865,-75.2478253291443,46.5121859838764,1302,-4649.46
0.0005,,0.004,4.0,-55.41751558319835,-81.46070466535511,55.432221749543395,1586,-5541.75
0.0005,,0.004,5.0,-62.11784138879815,-85.52421506677585,62.130337357413,1796,-6211.78
0.0005,,0.005,,-43.576142819998786,-68.89777187631995,43.608593236749975,1242,-4357.61
0.0005,,0.005,1.0,-11.613996082799677,-33.30759810533809,11.866362208682201,332,-1161.3899999999999
0.0005,,0.005,2.0,-19.353156114799496,-45.25450890160346,19.57427094903688,552,-1935.31
0.0005,,0.005,3.0,-29.98727342479914,-55.28000524781676,30.053170085370144,866,-2998.73
0.0005,,0.005,4.0,-36.70919849519901,-62.43847364694617,36.70919849519901,1054,-3670.92
0.0005,,0.005,5.0,-40.22092682039881,-64.86449446702838,40.22092682039886,1169,-4022.09
0.0005,0.0002,,,-100.00488656281989,-15.659917624412648,100.00551273359848,2956,-10000.49
0.0005,0.0002,,1.0,-31.683733241199054,-71.04373693897382,31.683733241199214,879,-3168.37
0.0005,0.0002,,2.0,-56.265494493998446,-98.8496840247309,56.2654944939985,1554,-5626.55
0.0005,0.0002,,3.0,-84.32801232119742,-110.41453363254796,84.32801232119756,2381,-8432.8
0.0005,0.0002,,4.0,-100.01502186337308,2.7036736743801026,100.01523124630715,2951,-10001.5
0.0005,0.0002,,5.0,-100.00449252161793,-12.039681042125899,100.00478350312096,2946,-10000.439999999999
0.0005,0.0002,0.001,,-100.02539566952437,-10.271713567636091,100.02864990501499,2957,-10002.54
0.0005,0.0002,0.001,1.0,-31.683733241199054,-71.04373693897382,31.683733241199214,879,-3168.37
0.0005,0.0002,0.001,2.0,-56.219128946398435,-98.86986199682454,56.21912894639849,1551,-5621.91
0.0005,0.0002,0.001,3.0,-84.19282756479741,-110.53607414035922,84.19282756479757,2376,-8419.28
0.0005,0.0002,0.001,4.0,-100.03783874710356,-4.205379034683328,100.03836616422193,2948,-10003.779999999999
0.0005,0.0002,0.001,5.0,-100.0134597065992,-10.688926288442923,100.01433149442516,2947,-10001.35
0.0005,0.0002,0.002,,-100.00969171722447,-13.928293453216604,100.01031945164239,2950,-10000.97
0.0005,0.0002,0.002,1.0,-29.048044480799145,-66.71224984062631,29.048044480799145,801,-2904.81
0.0005,0.0002,0.002,2.0,-50.50583293039852,-91.55641716666611,50.50583293039889,1384,-5050.58
0.0005,0.0002,0.002,3.0,-75.75299547919785,-105.89628814835619,75.7529954791977,2132,-7575.299999999999
0.0005,0.0002,0.002,4.0,-94.29848733150727,-99.44815474972108,94.29848733150702,2671,-9429.84
0.0005,0.0002,0.002,5.0,-100.00002800344726,-18.22909716584203,100.0000283937746,2944,-10000.01
0.0005,0.0002,0.003,,-86.61840828319754,-99.37897422834916,86.6184082831976,2486,-8661.84
0.0005,0.0002,0.003,1.0,-21.88434107799939,-53.98216398785209,21.88434107799937,597,-2188.4300000000003
0.0005,0.0002,0.003,2.0,-39.00983113039904,-76.26091876680331,39.00983113039943,1055,-3900.98
0.0005,0.0002,0.003,3.0,-57.7077951247983,-88.09901347611604,57.707795124798444,1617,-5770.780000000001
0.0005,0.0002,0.003,4.0,-70.65997592999801,-96.32441757190698,70.65997592999797,2014,-7065.99
0.0005,0.0002,0.003,5.0,-79.41885194919776,-99.49512806344217,79.41885194919776,2289,-7941.89
0.0005,0.0002,0.004,,-58.90339121199841,-82.93407496709959,58.91694751270613,1674,-5890.34
0.0005,0.0002,0.004,1.0,-14.693207204799604,-40.69213556344181,14.878476409281758,400,-1469.3200000000002
0.0005,0.0002,0.004,2.0,-26.79274646999934,-58.67831755614717,26.871463210512015,722,-2679.2799999999997
0.0005,0.0002,0.004,3.0,-39.77891719239885,-67.89233823768782,39.798781972767905,1110,-3977.8900000000003
0.0005,0.0002,0.004,4.0,-48.97460517639865,-76.08101043629595,48.9914366283448,1378,-4897.46
0.0005,0.0002,0.004,5.0,-54.38569256359843,-80.00992513170645,54.4007390914366,1552,-5438.57
0.0005,0.0002,0.005,,-38.63932135799889,-63.32401533997284,38.674611033210674,1095,-3863.9300000000003
0.0005,0.0002,0.005,1.0,-9.979383705999744,-30.75172643717687,10.23641709564083,272,-997.94
0.0005,0.0002,0.005,2.0,-18.035306663199588,-44.387816331847056,18.260034733231603,486,-1803.53
