ATR_MIN,DIST_MIN,EXPANSION_MIN,CROSS_MAX,Total_Return_%,Sharpe_Ratio,Win_Rate_%,Max_Drawdown_%,Profit_Factor,Total_Trades,Total_Closed_Trades,Best_Trade_%,Worst_Trade_%,Long_WinRate_%,Short_WinRate_%,Long_Trades,Short_Trades,Total_PnL,Combination_ID
,0.0005,0.001,4.0,-69.947705299198,-97.68534379297824,7.063572149344097,69.94770529919786,0.08383890691661175,1982,1982,3.1896700683650554,-1.5182366763926998,7.06,7.07,978,1004,-6994.77,34
,0.0005,0.002,,-83.23039347639751,-98.67766811856814,7.187894073139975,83.23039347639734,0.09138248488470205,2379,2379,3.6557459763999147,-1.0790691174110734,6.93,7.45,1184,1195,-8323.029999999999,35
,0.0005,0.002,1.0,-18.0464955983995,-49.33597535567865,4.526748971193416,18.069865989535263,0.0676428061093632,486,486,3.1896700683650554,-1.0790691174110734,5.45,3.49,257,229,-1804.65,36
,0.0005,0.002,2.0,-34.580831002399094,-70.23568016053783,5.032119914346895,34.58083100239939,0.06688855223179653,934,934,3.1896700683650554,-1.0790691174110734,5.0,5.07,480,454,-3458.09,37
,0.0005,0.002,3.0,-52.16824143399855,-84.13112055591387,6.319444444444445,52.16824143399894,0.08148314934625045,1440,1440,3.1896700683650554,-1.0790691174110734,6.46,6.18,728,712,-5216.82,38
,0.0005,0.002,4.0,-65.20340327279813,-93.79843234184271,6.986899563318777,65.20340327279823,0.08649125996541783,1832,1832,3.1896700683650554,-1.5182366763926998,7.1,6.88,902,930,-6520.34,39
,0.0005,0.003,,-65.41851431919817,-87.42157354751464,7.84524449220849,65.41851431919821,0.10090595884137261,1861,1861,2.883384454358615,-1.0790691174110734,7.72,7.98,946,915,-6541.85,40
,0.0005,0.003,1.0,-15.350701269999595,-43.96786401440411,4.455445544554455,15.413381972533077,0.07030166726230049,404,404,3.1896700683650554,-1.0790691174110734,6.31,2.2,222,182,-1535.07,41
,0.0005,0.003,2.0,-28.904885283999327,-61.68633830680825,5.188067444876784,28.904885283999622,0.07260025463118584,771,771,3.1896700683650554,-1.0790691174110734,6.1,4.16,410,361,-2890.49,42
,0.0005,0.003,3.0,-42.259251274398714,-71.36396501348942,7.197943444730077,42.25925127439908,0.09512548918862251,1167,1167,3.1896700683650554,-1.0790691174110734,7.87,6.49,597,570,-4225.92,43
,0.0005,0.003,4.0,-52.41926746199851,-79.31382746200494,7.848443843031124,52.41926746199898,0.10008658079637622,1478,1478,3.1896700683650554,-1.5182366763926998,8.38,7.32,740,738,-5241.93,44
,0.0005,0.004,,-46.55083802159863,-70.37564991834209,8.358895705521473,46.56846898760105,0.10776073329777208,1304,1304,2.883384454358615,-1.5182366763926998,9.42,7.17,690,614,-4655.09,45
,0.0005,0.004,1.0,-11.256044214399713,-35.14901084113793,4.761904761904762,11.469835328543745,0.08766825113510307,294,294,3.1896700683650554,-1.0790691174110734,7.6,0.81,171,123,-1125.6100000000001,46
,0.0005,0.004,2.0,-20.793137787999502,-49.52013449990289,5.4945054945054945,20.8589774158876,0.08009676905821282,546,546,3.1896700683650554,-1.0790691174110734,7.57,2.89,304,242,-2079.31,47
,0.0005,0.004,3.0,-30.948887265199165,-57.68729066328553,7.609988109393578,30.97166475648242,0.10293831975522595,841,841,3.1896700683650554,-1.0790691174110734,9.4,5.58,447,394,-3094.89,48
,0.0005,0.004,4.0,-37.77899010079896,-63.72486835586213,8.190476190476192,37.79951458555369,0.10668191187225118,1050,1050,3.1896700683650554,-1.5182366763926998,10.2,5.99,549,501,-3777.8999999999996,49
,0.0007,,,-67.91019365199801,-91.39964997141031,7.70440251572327,67.91019365199797,0.09188227346996522,1908,1908,3.6557459763999147,-1.0790691174110734,7.68,7.73,976,932,-6791.02,50
,0.0007,,1.0,-13.613968896799639,-40.43153194129881,5.177111716621254,13.638603295905257,0.0868729844947038,367,367,3.1896700683650554,-1.0790691174110734,6.86,3.07,204,163,-1361.4,51
,0.0007,,2.0,-28.299328407199294,-61.28864718073974,5.416116248348745,28.299328407199454,0.07396191397885923,757,757,3.1896700683650554,-1.0790691174110734,5.82,4.97,395,362,-2829.9300000000003,52
,0.0007,,3.0,-41.77650554279887,-73.78764175809003,6.690140845070422,41.77650554279904,0.08404767819071404,1136,1136,3.1896700683650554,-1.0790691174110734,7.14,6.2,588,548,-4177.65,53
,0.0007,,4.0,-53.20450453759853,-83.49339129468393,7.4728260869565215,53.20450453759875,0.08577631198080295,1472,1472,3.1896700683650554,-1.5182366763926998,7.59,7.35,751,721,-5320.45,54
,0.0007,0.001,,-67.92956890199802,-91.4862285665371,7.656004195070793,67.929568901998,0.09162318117417356,1907,1907,3.6557459763999147,-1.0790691174110734,7.68,7.63,976,931,-6792.959999999999,55
,0.0007,0.001,1.0,-13.613968896799639,-40.43153194129881,5.177111716621254,13.638603295905257,0.0868729844947038,367,367,3.1896700683650554,-1.0790691174110734,6.86,3.07,204,163,-1361.4,56
,0.0007,0.001,2.0,-28.318703657199297,-61.37358563333145,5.291005291005291,28.31870365719945,0.07332789824647114,756,756,3.1896700683650554,-1.0790691174110734,5.82,4.71,395,361,-2831.87,57
,0.0007,0.001,3.0,-41.795880792798876,-73.86638877066619,6.607929515418502,41.79588079279905,0.08362287470386053,1135,1135,3.1896700683650554,-1.0790691174110734,7.14,6.03,588,547,-4179.58,58
,0.0007,0.001,4.0,-53.22387978759855,-83.57446527768678,7.409925220938137,53.22387978759876,0.08544338316837922,1471,1471,3.1896700683650554,-1.5182366763926998,7.59,7.22,751,720,-5322.389999999999,59
,0.0007,0.002,,-64.9000480527981,-88.81494014969783,7.802197802197802,64.90004805279814,0.09385946471928489,1820,1820,3.6557459763999147,-1.0790691174110734,7.8,7.8,923,897,-6490.0,60
,0.0007,0.002,1.0,-13.495976875999647,-40.11810960591745,5.21978021978022,13.520644922472702,0.08756598654889274,364,364,3.1896700683650554,-1.0790691174110734,6.9,3.11,203,161,-1349.6,61
,0.0007,0.002,2.0,-27.0800019383993,-59.26383355316468,5.532503457814661,27.080001938399516,0.07642573913262998,723,723,3.1896700683650554,-1.0790691174110734,6.12,4.9,376,347,-2708.0,62
,0.0007,0.002,3.0,-40.34502467199892,-71.87150575994885,6.843065693430657,40.34502467199908,0.0863703237817703,1096,1096,3.1896700683650554,-1.0790691174110734,7.43,6.21,565,531,-4034.5,63
,0.0007,0.002,4.0,-51.29225907719858,-81.53343793929976,7.507082152974505,51.292259077198885,0.08661192598161925,1412,1412,3.1896700683650554,-1.5182366763926998,7.77,7.24,721,691,-5129.23,64
,0.0007,0.003,,-54.434127352398455,-79.6565404354938,8.3223249669749,54.434127352398676,0.09761055639797678,1514,1514,2.144169820172413,-1.0790691174110734,8.27,8.38,762,752,-5443.42,65
,0.0007,0.003,1.0,-12.22007136239968,-37.291233608312325,5.246913580246913,12.285070218596797,0.08905567832482435,324,324,3.1896700683650554,-1.0790691174110734,7.82,2.07,179,145,-1222.01,66
,0.0007,0.003,2.0,-24.05977953359942,-54.39581705373447,5.660377358490567,24.059779533599656,0.08000401797603436,636,636,3.1896700683650554,-1.0790691174110734,6.75,4.52,326,310,-2405.9700000000003,67
,0.0007,0.003,3.0,-34.64383469399904,-63.96201201285939,7.643312101910828,34.64383469399913,0.09655018916711987,942,942,3.1896700683650554,-1.0790691174110734,8.69,6.6,472,470,-3464.38,68
,0.0007,0.003,4.0,-43.595109755598784,-71.97117598275696,8.305647840531561,43.59510975559907,0.09735837198970655,1204,1204,3.1896700683650554,-1.5182366763926998,8.79,7.82,603,601,-4359.52,69
,0.0007,0.004,,-40.49469394759891,-66.26706302392594,8.581752484191508,40.5143226188286,0.10366341235362721,1107,1107,2.144169820172413,-1.5182366763926998,9.91,7.14,575,532,-4049.47,70
,0.0007,0.004,1.0,-9.273300031999785,-30.774009421577784,5.349794238683128,9.491794895294108,0.0979604353684959,243,243,3.1896700683650554,-1.0790691174110734,8.51,0.98,141,102,-927.3299999999999,71
,0.0007,0.004,2.0,-17.8538536867996,-44.77829382956078,5.818965517241379,17.92213655465545,0.0848716396279377,464,464,3.1896700683650554,-1.0790691174110734,8.1,3.23,247,217,-1785.3899999999999,72
,0.0007,0.004,3.0,-26.195637669999268,-52.90806917063445,8.096590909090908,26.219983088241705,0.10484757712678218,704,704,3.1896700683650554,-1.0790691174110734,10.31,5.8,359,345,-2619.56,73
,0.0007,0.004,4.0,-32.469960797199136,-59.19646243558655,8.445945945945946,32.49223654075175,0.1051934431455585,888,888,3.1896700683650554,-1.5182366763926998,10.6,6.21,453,435,-3246.99,74
,0.001,,,-42.18986756599883,-67.91264954577107,9.375,42.18986756599907,0.11035577792833277,1184,1184,3.047128400851435,-1.5182366763926998,9.38,9.37,597,587,-4218.99,75
,0.001,,1.0,-8.120601463599792,-28.60332483756818,5.092592592592593,8.376541838215818,0.10048540750004822,216,216,3.1896700683650554,-1.0790691174110734,7.32,2.15,123,93,-812.06,76
,0.001,,2.0,-17.31844215399961,-44.00769451320294,6.29067245119306,17.340597907185256,0.09568661562638361,461,461,3.1896700683650554,-1.0790691174110734,6.67,5.88,240,221,-1731.85,77
,0.001,,3.0,-25.75871432759933,-53.21839332313448,7.7142857142857135,25.758714327599346,0.10685303697861553,700,700,3.1896700683650554,-1.0790691174110734,8.74,6.59,366,334,-2575.87,78
,0.001,,4.0,-32.52012583919913,-59.17302928059707,9.340659340659341,32.5201258391994,0.11103263861247599,910,910,3.1896700683650554,-1.5182366763926998,9.87,8.78,466,444,-3252.01,79
,0.001,0.001,,-42.18986756599883,-67.91264954577107,9.375,42.18986756599907,0.11035577792833277,1184,1184,3.047128400851435,-1.5182366763926998,9.38,9.37,597,587,-4218.99,80
,0.001,0.001,1.0,-8.120601463599792,-28.60332483756818,5.092592592592593,8.376541838215818,0.10048540750004822,216,216,3.1896700683650554,-1.0790691174110734,7.32,2.15,123,93,-812.06,81
,0.001,0.001,2.0,-17.31844215399961,-44.00769451320294,6.29067245119306,17.340597907185256,0.09568661562638361,461,461,3.1896700683650554,-1.0790691174110734,6.67,5.88,240,221,-1731.85,82
,0.001,0.001,3.0,-25.75871432759933,-53.21839332313448,7.7142857142857135,25.758714327599346,0.10685303697861553,700,700,3.1896700683650554,-1.0790691174110734,8.74,6.59,366,334,-2575.87,83
,0.001,0.001,4.0,-32.52012583919913,-59.17302928059707,9.340659340659341,32.5201258391994,0.11103263861247599,910,910,3.1896700683650554,-1.5182366763926998,9.87,8.78,466,444,-3252.01,84
,0.001,0.002,,-41.49709387919886,-66.93672602564874,9.519725557461406,41.497093879199156,0.11158658506241516,1166,1166,3.047128400851435,-1.5182366763926998,9.54,9.5,587,579,-4149.71,85
,0.001,0.002,1.0,-8.081215056799794,-28.478585995032383,5.116279069767442,8.337263749712521,0.10092572735203065,215,215,3.1896700683650554,-1.0790691174110734,7.32,2.17,123,92,-808.13,86
,0.001,0.002,2.0,-17.124582959599614,-43.62474422786518,6.373626373626373,17.146783000217958,0.09666512810821265,455,455,3.1896700683650554,-1.0790691174110734,6.72,5.99,238,217,-1712.46,87
,0.001,0.002,3.0,-25.521515925199346,-52.812299970283085,7.792207792207792,25.521515925199413,0.10773913956788507,693,693,3.1896700683650554,-1.0790691174110734,8.82,6.67,363,330,-2552.1499999999996,88
,0.001,0.002,4.0,-32.26651469119915,-58.85057998228988,9.32297447280799,32.2665146911994,0.11090714815502516,901,901,3.1896700683650554,-1.5182366763926998,9.94,8.68,463,438,-3226.65,89
,0.001,0.003,,-36.82353598359897,-61.11714990722767,9.817131857555342,36.887032823533225,0.12015523570050606,1039,1039,3.047128400851435,-1.5182366763926998,9.75,9.88,523,516,-3682.36,90
,0.001,0.003,1.0,-7.841059824799801,-27.755193502082427,5.263157894736842,8.097768979221682,0.10369633065430064,209,209,3.1896700683650554,-1.0790691174110734,7.44,2.27,121,88,-784.1,91
,0.001,0.003,2.0,-16.129088445999646,-41.64455891932953,6.511627906976744,16.22709933315626,0.10162051688660037,430,430,3.1896700683650554,-1.0790691174110734,7.08,5.88,226,204,-1612.9099999999999,92
,0.001,0.003,3.0,-23.3966340355994,-49.294031907025065,8.28125,23.44071094147785,0.11611680477979922,640,640,3.1896700683650554,-1.0790691174110734,9.64,6.82,332,308,-2339.66,93
,0.001,0.003,4.0,-29.219266355999185,-54.381919739462305,9.854014598540147,29.21926635599945,0.12047276762791521,822,822,3.1896700683650554,-1.5182366763926998,10.55,9.14,417,405,-2921.92,94
,0.001,0.004,,-28.69524539759925,-51.469048186224775,10.3831891223733,28.807099303386646,0.13112133445833057,809,809,3.047128400851435,-1.5182366763926998,11.64,9.02,421,388,-2869.5299999999997,95
,0.001,0.004,1.0,-6.2455692347998655,-23.26996010902439,5.952380952380952,6.562768212990426,0.12390420589250951,168,168,3.1896700683650554,-1.0790691174110734,8.91,1.49,101,67,-624.56,96
,0.001,0.004,2.0,-12.400425611599726,-34.29331502301009,7.784431137724551,12.604535869597566,0.11558442311681086,334,334,3.1896700683650554,-1.0790691174110734,9.44,5.84,180,154,-1240.04,97
,0.001,0.004,3.0,-18.537337669199538,-41.44504045690882,9.233791748526523,18.678865682011363,0.1279155284457364,509,509,3.1896700683650554,-1.0790691174110734,11.85,6.28,270,239,-1853.73,98
,0.001,0.004,4.0,-22.900778117599394,-45.7297164124017,10.232558139534884,22.960928366240367,0.13306880450278338,645,645,3.1896700683650554,-1.5182366763926998,12.5,7.77,336,309,-2290.08,99
,0.0015,,,-19.95374038399946,-42.427874512301734,10.0,20.166696820334288,0.1266193440538429,540,540,3.3373124282455855,-1.0790691174110734,8.33,11.74,276,264,-1995.38,100
,0.0015,,1.0,-3.731429346399913,-17.250644843550045,3.260869565217391,4.053790240180141,0.108948380054444,92,92,3.1896700683650554,-1.0790691174110734,4.0,2.38,50,42,-373.15,101
,0.0015,,2.0,-7.860340754799809,-26.14426194635293,8.292682926829269,8.121725662828451,0.1187129688922756,205,205,3.1896700683650554,-1.0790691174110734,7.48,9.18,107,98,-786.03,102
,0.0015,,3.0,-12.453749507599687,-34.85157577639291,7.936507936507936,12.650024221843312,0.1074796165141544,315,315,3.1896700683650554,-1.0790691174110734,7.93,7.95,164,151,-1245.38,103
,0.0015,,4.0,-15.849838375999584,-39.23954886211525,8.75912408759124,16.03849921336737,0.1070872938699202,411,411,3.1896700683650554,-1.0790691174110734,7.55,10.05,212,199,-1584.98,104
,0.0015,0.001,,-19.95374038399946,-42.427874512301734,10.0,20.166696820334288,0.1266193440538429,540,540,3.3373124282455855,-1.0790691174110734,8.33,11.74,276,264,-1995.38,105
,0.0015,0.001,1.0,-3.731429346399913,-17.250644843550045,3.260869565217391,4.053790240180141,0.108948380054444,92,92,3.1896700683650554,-1.0790691174110734,4.0,2.38,50,42,-373.15,106
,0.0015,0.001,2.0,-7.860340754799809,-26.14426194635293,8.292682926829269,8.121725662828451,0.1187129688922756,205,205,3.1896700683650554,-1.0790691174110734,7.48,9.18,107,98,-786.03,107
,0.0015,0.001,3.0,-12.453749507599687,-34.85157577639291,7.936507936507936,12.650024221843312,0.1074796165141544,315,315,3.1896700683650554,-1.0790691174110734,7.93,7.95,164,151,-1245.38,108
,0.0015,0.001,4.0,-15.849838375999584,-39.23954886211525,8.75912408759124,16.03849921336737,0.1070872938699202,411,411,3.1896700683650554,-1.0790691174110734,7.55,10.05,212,199,-1584.98,109
,0.0015,0.002,,-19.95374038399946,-42.427874512301734,10.0,20.166696820334288,0.1266193440538429,540,540,3.3373124282455855,-1.0790691174110734,8.33,11.74,276,264,-1995.38,110
,0.0015,0.002,1.0,-3.731429346399913,-17.250644843550045,3.260869565217391,4.053790240180141,0.108948380054444,92,92,3.1896700683650554,-1.0790691174110734,4.0,2.38,50,42,-373.15,111
,0.0015,0.002,2.0,-7.860340754799809,-26.14426194635293,8.292682926829269,8.121725662828451,0.1187129688922756,205,205,3.1896700683650554,-1.0790691174110734,7.48,9.18,107,98,-786.03,112
,0.0015,0.002,3.0,-12.453749507599687,-34.85157577639291,7.936507936507936,12.650024221843312,0.1074796165141544,315,315,3.1896700683650554,-1.0790691174110734,7.93,7.95,164,151,-1245.38,113
,0.0015,0.002,4.0,-15.849838375999584,-39.23954886211525,8.75912408759124,16.03849921336737,0.1070872938699202,411,411,3.1896700683650554,-1.0790691174110734,7.55,10.05,212,199,-1584.98,114
,0.0015,0.003,,-19.4026388555995,-41.677669632705346,9.961685823754788,19.658319656918177,0.12476958219197919,522,522,3.3373124282455855,-1.0790691174110734,7.95,12.02,264,258,-1940.26,115
,0.0015,0.003,1.0,-3.731429346399913,-17.250644843550045,3.260869565217391,4.053790240180141,0.108948380054444,92,92,3.1896700683650554,-1.0790691174110734,4.0,2.38,50,42,-373.15,116
,0.0015,0.003,2.0,-7.6267719007998185,-25.518521289872616,8.5,7.93608901405133,0.12190534221846575,200,200,3.1896700683650554,-1.0790691174110734,7.77,9.28,103,97,-762.6800000000001,117
,0.0015,0.003,3.0,-12.087597431599693,-34.035444601295964,8.143322475570033,12.32973361734459,0.11037598703307033,307,307,3.1896700683650554,-1.0790691174110734,8.28,8.0,157,150,-1208.75,118
,0.0015,0.003,4.0,-15.334270282399606,-38.19530623501112,9.022556390977442,15.567464191998187,0.11029067788325127,399,399,3.1896700683650554,-1.0790691174110734,7.92,10.15,202,197,-1533.42,119
,0.0015,0.004,,-17.22067482719955,-38.684663131855025,10.0,17.54711847498534,0.12357948985860125,460,460,3.3373124282455855,-1.0790691174110734,9.21,10.86,239,221,-1722.0700000000002,120
,0.0015,0.004,1.0,-3.4305741107999235,-16.078025156415496,3.571428571428571,3.753942435790493,0.11738142871292605,84,84,3.1896700683650554,-1.0790691174110734,4.26,2.7,47,37,-343.05,121
,0.0015,0.004,2.0,-6.868443856799831,-23.82242187732777,8.938547486033519,7.180300275500562,0.11643218535649659,179,179,3.1896700683650554,-1.0790691174110734,8.51,9.41,94,85,-686.85,122
,0.0015,0.004,3.0,-11.053274153199727,-32.02472269938234,8.24372759856631,11.298259164436121,0.10499423663815742,279,279,3.1896700683650554,-1.0790691174110734,9.03,7.41,144,135,-1105.33,123
,0.0015,0.004,4.0,-13.79408383079963,-35.58087399325261,8.707865168539326,14.031519859392045,0.10846424743514498,356,356,3.1896700683650554,-1.0790691174110734,8.74,8.67,183,173,-1379.41,124
0.001,,,,-99.01739305306036,-61.11301253753034,7.004830917874397,99.01739305306016,0.09039784877519698,2898,2898,4.004605958730329,-1.1317773677063894,6.25,7.78,1472,1426,-9901.74,125
0.001,,,1.0,-27.77839588399923,-62.36029966494891,5.648267008985879,27.778395883999245,0.08487100311054695,779,779,3.639607686902295,-1.0790691174110734,6.85,4.42,394,385,-2777.84,126
0.001,,,2.0,-42.45202215719888,-80.76232249908378,4.8359240069084635,42.45202215719918,0.0647100807227814,1158,1158,3.639607686902295,-1.0790691174110734,5.21,4.44,595,563,-4245.200000000001,127
0.001,,,3.0,-68.0810485375981,-97.83062268896511,5.69620253164557,68.08104853759808,0.07169293665648811,1896,1896,3.639607686902295,-1.0790691174110734,5.95,5.45,941,955,-6808.1,128
0.001,,,4.0,-81.65136912039746,-102.55036639831465,6.2772449869224065,81.65136912039748,0.07718492326107575,2294,2294,4.004605958730329,-1.5182366763926998,6.41,6.13,1185,1109,-8165.13,129
0.001,,0.001,,-99.01739305306036,-61.11301253753034,7.004830917874397,99.01739305306016,0.09039784877519698,2898,2898,4.004605958730329,-1.1317773677063894,6.25,7.78,1472,1426,-9901.74,130
0.001,,0.001,1.0,-27.77839588399923,-62.36029966494891,5.648267008985879,27.778395883999245,0.08487100311054695,779,779,3.639607686902295,-1.0790691174110734,6.85,4.42,394,385,-2777.84,131
0.001,,0.001,2.0,-42.45202215719888,-80.76232249908378,4.8359240069084635,42.45202215719918,0.0647100807227814,1158,1158,3.639607686902295,-1.0790691174110734,5.21,4.44,595,563,-4245.200000000001,132
0.001,,0.001,3.0,-68.0810485375981,-97.83062268896511,5.69620253164557,68.08104853759808,0.07169293665648811,1896,1896,3.639607686902295,-1.0790691174110734,5.95,5.45,941,955,-6808.1,133
0.001,,0.001,4.0,-81.65136912039746,-102.55036639831465,6.2772449869224065,81.65136912039748,0.07718492326107575,2294,2294,4.004605958730329,-1.5182366763926998,6.41,6.13,1185,1109,-8165.13,134
0.001,,0.002,,-98.58400944498926,-70.1547498612462,6.652806652806653,98.58400944498918,0.08935547780138668,2886,2886,4.004605958730329,-1.1317773677063894,6.37,7.04,1665,1221,-9858.41,135
