ATR_MIN,DIST_MIN,EXPANSION_MIN,CROSS_MAX,Total_Return_%,Sharpe_Ratio,Win_Rate_%,Max_Drawdown_%,Profit_Factor,Total_Trades,Total_Closed_Trades,Best_Trade_%,Worst_Trade_%,Long_WinRate_%,Short_WinRate_%,Long_Trades,Short_Trades,Total_PnL,Combination_ID
0.001,,0.002,1.0,-27.750325527199237,-62.367477712205734,5.534105534105534,27.750325527199266,0.08458663573655163,777,777,3.639607686902295,-1.0790691174110734,6.62,4.43,393,384,-2775.04,136
0.001,,0.002,2.0,-42.34020378639889,-80.64549839681237,4.766031195840554,42.34020378639922,0.06462150415302077,1154,1154,3.639607686902295,-1.0790691174110734,5.07,4.45,592,562,-4234.02,137
0.001,,0.002,3.0,-67.95181181359807,-97.78063023429408,5.608465608465608,67.95181181359803,0.07164686429744987,1890,1890,3.639607686902295,-1.0790691174110734,5.86,5.36,939,951,-6795.18,138
0.001,,0.002,4.0,-81.21971456519746,-102.43295943126448,6.255468066491689,81.21971456519758,0.07907812632604505,2286,2286,4.004605958730329,-1.5182366763926998,6.47,6.02,1190,1096,-8121.97,139
0.001,,0.003,,-91.80290554719757,-91.917371888591,6.168080185042406,91.8029055471973,0.07774914976488542,2594,2594,4.004605958730329,-1.0775802397899725,5.9,6.48,1374,1220,-9180.29,140
0.001,,0.003,1.0,-25.05037283079932,-58.10284551201982,5.459770114942529,25.050372830799205,0.0878955487752771,696,696,3.639607686902295,-1.0790691174110734,6.94,3.87,360,336,-2505.04,141
0.001,,0.003,2.0,-39.05064986799897,-76.02732615963039,4.681647940074907,39.050649867999326,0.07240041984787826,1068,1068,3.639607686902295,-1.0790691174110734,5.39,3.91,557,511,-3905.0699999999997,142
0.001,,0.003,3.0,-61.40440213079834,-90.86490939305718,5.967555040556199,61.40440213079829,0.0797386090283259,1726,1726,3.639607686902295,-1.0790691174110734,6.79,5.16,854,872,-6140.4400000000005,143
0.001,,0.003,4.0,-73.94570320639782,-97.83347760362595,6.660323501427213,73.94570320639791,0.08336975574414116,2102,2102,4.004605958730329,-1.5182366763926998,7.09,6.19,1100,1002,-7394.57,144
0.001,,0.004,,-66.05332703199804,-88.08237078048577,7.010090281465746,66.0533270319982,0.09717690837342341,1883,1883,4.004605958730329,-1.5182366763926998,7.45,6.31,1154,729,-6605.33,145
0.001,,0.004,1.0,-17.34927245679954,-44.68748735016126,5.737704918032787,17.525613949948983,0.11171222998344385,488,488,3.639607686902295,-1.0790691174110734,7.81,3.2,269,219,-1734.9299999999998,146
0.001,,0.004,2.0,-29.350659070399253,-62.16453794336633,5.118601747815231,29.42662539298575,0.08582502388014007,801,801,3.639607686902295,-1.0790691174110734,6.07,3.93,445,356,-2935.0699999999997,147
0.001,,0.004,3.0,-45.56423569639871,-74.07339886765183,6.441476826394343,45.56423569639888,0.09311094120950157,1273,1273,3.639607686902295,-1.0790691174110734,7.24,5.41,718,555,-4556.42,148
0.001,,0.004,4.0,-54.13637158239841,-79.98838377374268,7.041343669250646,54.136371582398425,0.103277589079987,1548,1548,4.004605958730329,-1.5182366763926998,7.59,6.23,922,626,-5413.639999999999,149
0.001,0.0005,,,-66.43040043999794,-86.68248997928757,8.065366367949393,66.43040043999795,0.10612783504886997,1897,1897,3.6557459763999147,-1.0790691174110734,7.62,8.53,971,926,-6643.04,150
0.001,0.0005,,1.0,-14.639224205199596,-41.910920358352804,5.626598465473146,14.796603074184391,0.08209415597391183,391,391,3.1896700683650554,-1.0790691174110734,6.6,4.47,212,179,-1463.92,151
0.001,0.0005,,2.0,-28.07093481679931,-59.86816767019442,5.481283422459892,28.070934816799546,0.07737057320613511,748,748,3.1896700683650554,-1.0790691174110734,5.53,5.43,398,350,-2807.1,152
0.001,0.0005,,3.0,-41.53085060199883,-70.29510305538918,7.267950963222416,41.53085060199915,0.09751168456929558,1142,1142,3.1896700683650554,-1.0790691174110734,7.41,7.12,594,548,-4153.08,153
0.001,0.0005,,4.0,-51.9305011595985,-78.46690704701282,8.013698630136986,51.930501159598684,0.1021111281163746,1460,1460,3.1896700683650554,-1.5182366763926998,8.1,7.93,741,719,-5193.049999999999,154
0.001,0.0005,0.001,,-66.43040043999794,-86.68248997928757,8.065366367949393,66.43040043999795,0.10612783504886997,1897,1897,3.6557459763999147,-1.0790691174110734,7.62,8.53,971,926,-6643.04,155
0.001,0.0005,0.001,1.0,-14.639224205199596,-41.910920358352804,5.626598465473146,14.796603074184391,0.08209415597391183,391,391,3.1896700683650554,-1.0790691174110734,6.6,4.47,212,179,-1463.92,156
0.001,0.0005,0.001,2.0,-28.07093481679931,-59.86816767019442,5.481283422459892,28.070934816799546,0.07737057320613511,748,748,3.1896700683650554,-1.0790691174110734,5.53,5.43,398,350,-2807.1,157
0.001,0.0005,0.001,3.0,-41.53085060199883,-70.29510305538918,7.267950963222416,41.53085060199915,0.09751168456929558,1142,1142,3.1896700683650554,-1.0790691174110734,7.41,7.12,594,548,-4153.08,158
0.001,0.0005,0.001,4.0,-51.9305011595985,-78.46690704701282,8.013698630136986,51.930501159598684,0.1021111281163746,1460,1460,3.1896700683650554,-1.5182366763926998,8.1,7.93,741,719,-5193.049999999999,159
0.001,0.0005,0.002,,-66.29736043199796,-86.52299928555938,8.02958267300581,66.297360431998,0.10628691516315938,1893,1893,3.6557459763999147,-1.0790691174110734,7.67,8.41,965,928,-6629.73,160
0.001,0.0005,0.002,1.0,-14.639224205199596,-41.910920358352804,5.626598465473146,14.796603074184391,0.08209415597391183,391,391,3.1896700683650554,-1.0790691174110734,6.6,4.47,212,179,-1463.92,161
0.001,0.0005,0.002,2.0,-28.07093481679931,-59.86816767019442,5.481283422459892,28.070934816799546,0.07737057320613511,748,748,3.1896700683650554,-1.0790691174110734,5.53,5.43,398,350,-2807.1,162
0.001,0.0005,0.002,3.0,-41.53085060199883,-70.29510305538918,7.267950963222416,41.53085060199915,0.09751168456929558,1142,1142,3.1896700683650554,-1.0790691174110734,7.41,7.12,594,548,-4153.08,163
0.001,0.0005,0.002,4.0,-51.859818786398506,-78.41111509338138,7.961564859299932,51.85981878639869,0.10219576127523103,1457,1457,3.1896700683650554,-1.5182366763926998,8.12,7.8,739,718,-5185.98,164
0.001,0.0005,0.003,,-60.570602106398276,-82.46769175065337,8.289855072463768,60.5706021063984,0.10719114124734828,1725,1725,2.883384454358615,-1.0790691174110734,8.06,8.53,881,844,-6057.0599999999995,165
0.001,0.0005,0.003,1.0,-14.36825245279962,-41.927564061972724,4.787234042553192,14.526130909885826,0.07474932153534475,376,376,3.1896700683650554,-1.0790691174110734,6.6,2.44,212,164,-1436.8200000000002,166
0.001,0.0005,0.003,2.0,-26.73426686359933,-58.27428826083885,5.367231638418079,26.734266863599643,0.07605968894723752,708,708,3.1896700683650554,-1.0790691174110734,6.22,4.35,386,322,-2673.42,167
0.001,0.0005,0.003,3.0,-38.99992160559888,-67.14594360935703,7.5418994413407825,38.99992160559923,0.10079975665561741,1074,1074,3.1896700683650554,-1.0790691174110734,8.26,6.77,557,517,-3899.99,168
0.001,0.0005,0.003,4.0,-48.29922246759861,-74.32217113985145,8.290535583272193,48.299222467598916,0.10653828438502544,1363,1363,3.1896700683650554,-1.5182366763926998,8.85,7.72,689,674,-4829.93,169
0.001,0.0005,0.004,,-45.971203613998654,-69.64098936458083,8.391608391608392,45.97120361399868,0.10857360852191628,1287,1287,2.883384454358615,-1.5182366763926998,9.41,7.25,680,607,-4597.12,170
0.001,0.0005,0.004,1.0,-11.150108211999719,-34.881563860354454,4.810996563573884,11.360890624941534,0.08842752428925603,291,291,3.1896700683650554,-1.0790691174110734,7.65,0.83,170,121,-1115.01,171
0.001,0.0005,0.004,2.0,-20.571852165199516,-49.07379486417222,5.555555555555555,20.637875733754544,0.08088865553764238,540,540,3.1896700683650554,-1.0790691174110734,7.59,2.95,303,237,-2057.19,172
0.001,0.0005,0.004,3.0,-30.66219208399919,-57.24613100468961,7.6923076923076925,30.662192083999294,0.1038008985403364,832,832,3.1896700683650554,-1.0790691174110734,9.46,5.67,444,388,-3066.2200000000003,173
0.001,0.0005,0.004,4.0,-37.250417245598996,-62.95271654903276,8.301158301158301,37.25041724559922,0.1080321603634618,1036,1036,3.1896700683650554,-1.5182366763926998,10.33,6.07,542,494,-3725.04,174
0.001,0.0007,,,-55.23054725359845,-79.09374015963807,8.25211176088369,55.23054725359853,0.10309179307829734,1539,1539,3.6557459763999147,-1.0790691174110734,8.37,8.13,789,750,-5523.05,175
0.001,0.0007,,1.0,-11.513867235599687,-35.48255580890175,5.863192182410423,11.677008296181917,0.09776233874014847,307,307,3.1896700683650554,-1.0790691174110734,8.14,2.96,172,135,-1151.3899999999999,176
0.001,0.0007,,2.0,-23.247944249599403,-52.723195242051695,5.863192182410423,23.247944249599666,0.08436290380383199,614,614,3.1896700683650554,-1.0790691174110734,6.79,4.83,324,290,-2324.8,177
0.001,0.0007,,3.0,-33.9915556063991,-62.94022967524888,7.616974972796518,33.99155560639922,0.09831962378401272,919,919,3.1896700683650554,-1.0790691174110734,8.61,6.55,476,443,-3399.16,178
0.001,0.0007,,4.0,-43.300183550798806,-71.4874894676569,8.242220353238014,43.30018355079912,0.0980340456896646,1189,1189,3.1896700683650554,-1.5182366763926998,8.67,7.79,611,578,-4330.02,179
0.001,0.0007,0.001,,-55.23054725359845,-79.09374015963807,8.25211176088369,55.23054725359853,0.10309179307829734,1539,1539,3.6557459763999147,-1.0790691174110734,8.37,8.13,789,750,-5523.05,180
0.001,0.0007,0.001,1.0,-11.513867235599687,-35.48255580890175,5.863192182410423,11.677008296181917,0.09776233874014847,307,307,3.1896700683650554,-1.0790691174110734,8.14,2.96,172,135,-1151.3899999999999,181
0.001,0.0007,0.001,2.0,-23.247944249599403,-52.723195242051695,5.863192182410423,23.247944249599666,0.08436290380383199,614,614,3.1896700683650554,-1.0790691174110734,6.79,4.83,324,290,-2324.8,182
0.001,0.0007,0.001,3.0,-33.9915556063991,-62.94022967524888,7.616974972796518,33.99155560639922,0.09831962378401272,919,919,3.1896700683650554,-1.0790691174110734,8.61,6.55,476,443,-3399.16,183
0.001,0.0007,0.001,4.0,-43.300183550798806,-71.4874894676569,8.242220353238014,43.30018355079912,0.0980340456896646,1189,1189,3.1896700683650554,-1.5182366763926998,8.67,7.79,611,578,-4330.02,184
0.001,0.0007,0.002,,-55.06156398119847,-78.87679774287884,8.268229166666668,55.061563981198546,0.10337547383763984,1536,1536,3.6557459763999147,-1.0790691174110734,8.4,8.13,786,750,-5506.16,185
0.001,0.0007,0.002,1.0,-11.513867235599687,-35.48255580890175,5.863192182410423,11.677008296181917,0.09776233874014847,307,307,3.1896700683650554,-1.0790691174110734,8.14,2.96,172,135,-1151.3899999999999,186
0.001,0.0007,0.002,2.0,-23.247944249599403,-52.723195242051695,5.863192182410423,23.247944249599666,0.08436290380383199,614,614,3.1896700683650554,-1.0790691174110734,6.79,4.83,324,290,-2324.8,187
0.001,0.0007,0.002,3.0,-33.9915556063991,-62.94022967524888,7.616974972796518,33.99155560639922,0.09831962378401272,919,919,3.1896700683650554,-1.0790691174110734,8.61,6.55,476,443,-3399.16,188
0.001,0.0007,0.002,4.0,-43.26347714639881,-71.44860328284756,8.24915824915825,43.263477146399126,0.09810906125262255,1188,1188,3.1896700683650554,-1.5182366763926998,8.69,7.79,610,578,-4326.35,189
0.001,0.0007,0.003,,-51.18931514799855,-75.79825231241745,8.701754385964913,51.18931514799871,0.10297247918439335,1425,1425,2.144169820172413,-1.0790691174110734,8.77,8.63,718,707,-5118.93,190
0.001,0.0007,0.003,1.0,-11.451068116799696,-35.48603976711819,5.6105610561056105,11.614324959533633,0.09447127139485839,303,303,3.1896700683650554,-1.0790691174110734,8.24,2.26,170,133,-1145.1,191
0.001,0.0007,0.003,2.0,-22.37529142159942,-51.39672797366003,5.932203389830509,22.375291421599677,0.08539105157271468,590,590,3.1896700683650554,-1.0790691174110734,7.14,4.61,308,282,-2237.5299999999997,192
0.001,0.0007,0.003,3.0,-32.24915616839915,-60.48187020600388,7.9908675799086755,32.249156168399224,0.10268400844122214,876,876,3.1896700683650554,-1.0790691174110734,9.28,6.68,442,434,-3224.91,193
0.001,0.0007,0.003,4.0,-40.788703986398914,-68.26317884190078,8.695652173913043,40.788703986399234,0.10312976734849948,1127,1127,3.1896700683650554,-1.5182366763926998,9.36,8.02,566,561,-4078.87,194
0.001,0.0007,0.004,,-40.10495152999892,-65.72306336141153,8.667883211678832,40.10495152999901,0.10456547980478316,1096,1096,2.144169820172413,-1.5182366763926998,10.0,7.22,570,526,-4010.5,195
0.001,0.0007,0.004,1.0,-9.211773637599785,-30.61383728677268,5.394190871369295,9.427154444872157,0.09855024307150091,241,241,3.1896700683650554,-1.0790691174110734,8.57,0.99,140,101,-921.1800000000001,196
0.001,0.0007,0.004,2.0,-17.755994486799608,-44.57975267931658,5.856832971800434,17.824358698785638,0.08529949616345202,461,461,3.1896700683650554,-1.0790691174110734,8.13,3.26,246,215,-1775.6,197
0.001,0.0007,0.004,3.0,-26.030892111599268,-52.665316913565746,8.166189111747851,26.03089211159938,0.10544117449424548,698,698,3.1896700683650554,-1.0790691174110734,10.36,5.87,357,341,-2603.08,198
0.001,0.0007,0.004,4.0,-32.15788239159914,-58.73815678377176,8.532423208191126,32.15788239159931,0.10610598118619079,879,879,3.1896700683650554,-1.5182366763926998,10.69,6.28,449,430,-3215.79,199
0.001,0.001,,,-37.25592403599903,-61.42283373114044,9.914204003813156,37.3543490288447,0.12038284899482413,1049,1049,3.047128400851435,-1.5182366763926998,9.59,10.26,542,507,-3725.59,200
0.001,0.001,,1.0,-7.317402941199817,-26.18131029961022,5.612244897959184,7.627755994360373,0.11029866445542806,196,196,3.1896700683650554,-1.0790691174110734,7.76,2.5,116,80,-731.74,201
0.001,0.001,,2.0,-15.587434727199662,-40.28845376516205,6.954436450839328,15.734386547417117,0.10519493825911436,417,417,3.1896700683650554,-1.0790691174110734,7.11,6.77,225,192,-1558.75,202
0.001,0.001,,3.0,-22.922745184799393,-48.33334711265598,8.61244019138756,23.00696753994471,0.11850612544245358,627,627,3.1896700683650554,-1.0790691174110734,9.52,7.56,336,291,-2292.27,203
0.001,0.001,,4.0,-28.854345501999223,-53.59847923964214,10.098522167487685,28.866757943735372,0.12202563429823023,812,812,3.1896700683650554,-1.5182366763926998,10.3,9.87,427,385,-2885.44,204
0.001,0.001,0.001,,-37.25592403599903,-61.42283373114044,9.914204003813156,37.3543490288447,0.12038284899482413,1049,1049,3.047128400851435,-1.5182366763926998,9.59,10.26,542,507,-3725.59,205
0.001,0.001,0.001,1.0,-7.317402941199817,-26.18131029961022,5.612244897959184,7.627755994360373,0.11029866445542806,196,196,3.1896700683650554,-1.0790691174110734,7.76,2.5,116,80,-731.74,206
0.001,0.001,0.001,2.0,-15.587434727199662,-40.28845376516205,6.954436450839328,15.734386547417117,0.10519493825911436,417,417,3.1896700683650554,-1.0790691174110734,7.11,6.77,225,192,-1558.75,207
0.001,0.001,0.001,3.0,-22.922745184799393,-48.33334711265598,8.61244019138756,23.00696753994471,0.11850612544245358,627,627,3.1896700683650554,-1.0790691174110734,9.52,7.56,336,291,-2292.27,208
0.001,0.001,0.001,4.0,-28.854345501999223,-53.59847923964214,10.098522167487685,28.866757943735372,0.12202563429823023,812,812,3.1896700683650554,-1.5182366763926998,10.3,9.87,427,385,-2885.44,209
0.001,0.001,0.002,,-37.214830427599026,-61.3664397076567,9.923664122137405,37.31331988291467,0.12049976092015094,1048,1048,3.047128400851435,-1.5182366763926998,9.61,10.26,541,507,-3721.48,210
0.001,0.001,0.002,1.0,-7.317402941199817,-26.18131029961022,5.612244897959184,7.627755994360373,0.11029866445542806,196,196,3.1896700683650554,-1.0790691174110734,7.76,2.5,116,80,-731.74,211
0.001,0.001,0.002,2.0,-15.587434727199662,-40.28845376516205,6.954436450839328,15.734386547417117,0.10519493825911436,417,417,3.1896700683650554,-1.0790691174110734,7.11,6.77,225,192,-1558.75,212
0.001,0.001,0.002,3.0,-22.922745184799393,-48.33334711265598,8.61244019138756,23.00696753994471,0.11850612544245358,627,627,3.1896700683650554,-1.0790691174110734,9.52,7.56,336,291,-2292.27,213
0.001,0.001,0.002,4.0,-28.854345501999223,-53.59847923964214,10.098522167487685,28.866757943735372,0.12202563429823023,812,812,3.1896700683650554,-1.5182366763926998,10.3,9.87,427,385,-2885.44,214
0.001,0.001,0.003,,-34.93242853959907,-58.38920589301725,10.303030303030303,35.034498339131105,0.1258414124200508,990,990,3.047128400851435,-1.5182366763926998,10.12,10.49,504,486,-3493.24,215
0.001,0.001,0.003,1.0,-7.29302695239982,-26.13041619710812,5.641025641025641,7.603461629973003,0.11062653986223464,195,195,3.1896700683650554,-1.0790691174110734,7.76,2.53,116,79,-729.3,216
0.001,0.001,0.003,2.0,-15.134741098799667,-39.46663275414371,6.91358024691358,15.282481002550396,0.1075787082303075,405,405,3.1896700683650554,-1.0790691174110734,7.31,6.45,219,186,-1513.48,217
0.001,0.001,0.003,3.0,-21.945010646399428,-46.72687128913528,8.7893864013267,22.034359259461038,0.12285409226640756,603,603,3.1896700683650554,-1.0790691174110734,10.06,7.37,318,285,-2194.5,218
0.001,0.001,0.003,4.0,-27.530525350399248,-51.6950236357993,10.411311053984576,27.546943191915812,0.1269246901620696,778,778,3.1896700683650554,-1.5182366763926998,10.97,9.81,401,377,-2753.06,219
0.001,0.001,0.004,,-28.382025381199266,-50.967959041729095,10.5,28.494370627043875,0.13237681686825517,800,800,3.047128400851435,-1.5182366763926998,11.72,9.16,418,382,-2838.2,220
0.001,0.001,0.004,1.0,-6.184042840399865,-23.081940303999502,6.024096385542169,6.4981910156089295,0.12498288327542105,166,166,3.1896700683650554,-1.0790691174110734,9.0,1.52,100,66,-618.4000000000001,221
0.001,0.001,0.004,2.0,-12.302566411599727,-34.06571166435879,7.854984894259818,12.50364076544951,0.11639680929949078,331,331,3.1896700683650554,-1.0790691174110734,9.5,5.92,179,152,-1230.26,222
0.001,0.001,0.004,3.0,-18.381354479199537,-41.15479611773126,9.325396825396826,18.519885017126157,0.12886113602833196,504,504,3.1896700683650554,-1.0790691174110734,11.94,6.36,268,236,-1838.1399999999999,223
0.001,0.001,0.004,4.0,-22.665222113199405,-45.32748684232896,10.344827586206897,22.72555613480059,0.13426608218598304,638,638,3.1896700683650554,-1.5182366763926998,12.57,7.89,334,304,-2266.52,224
0.001,0.0015,,,-19.132164304799513,-41.046812803524325,10.231660231660232,19.388703138551257,0.128775996753666,518,518,3.3373124282455855,-1.0790691174110734,8.27,12.3,266,252,-1913.2200000000003,225
0.001,0.0015,,1.0,-3.655854942399918,-16.972354338786772,3.3333333333333335,3.9784689014563264,0.11095069504795824,90,90,3.1896700683650554,-1.0790691174110734,4.0,2.5,50,40,-365.59000000000003,226
0.001,0.0015,,2.0,-7.657951127199814,-25.57832948830712,8.5,7.9671638350028715,0.1214692960974197,200,200,3.1896700683650554,-1.0790691174110734,7.55,9.57,106,94,-765.8,227
0.001,0.0015,,3.0,-11.933394997599699,-33.61134063444303,8.25082508250825,12.1759559014516,0.11164302412854536,303,303,3.1896700683650554,-1.0790691174110734,8.18,8.33,159,144,-1193.3400000000001,228
0.001,0.0015,,4.0,-15.076687009199608,-37.57942325614031,9.16030534351145,15.31059037763976,0.11196400601989073,393,393,3.1896700683650554,-1.0790691174110734,7.8,10.64,205,188,-1507.67,229
0.001,0.0015,0.001,,-19.132164304799513,-41.046812803524325,10.231660231660232,19.388703138551257,0.128775996753666,518,518,3.3373124282455855,-1.0790691174110734,8.27,12.3,266,252,-1913.2200000000003,230
0.001,0.0015,0.001,1.0,-3.655854942399918,-16.972354338786772,3.3333333333333335,3.9784689014563264,0.11095069504795824,90,90,3.1896700683650554,-1.0790691174110734,4.0,2.5,50,40,-365.59000000000003,231
0.001,0.0015,0.001,2.0,-7.657951127199814,-25.57832948830712,8.5,7.9671638350028715,0.1214692960974197,200,200,3.1896700683650554,-1.0790691174110734,7.55,9.57,106,94,-765.8,232
0.001,0.0015,0.001,3.0,-11.933394997599699,-33.61134063444303,8.25082508250825,12.1759559014516,0.11164302412854536,303,303,3.1896700683650554,-1.0790691174110734,8.18,8.33,159,144,-1193.3400000000001,233
0.001,0.0015,0.001,4.0,-15.076687009199608,-37.57942325614031,9.16030534351145,15.31059037763976,0.11196400601989073,393,393,3.1896700683650554,-1.0790691174110734,7.8,10.64,205,188,-1507.67,234
0.001,0.0015,0.002,,-19.132164304799513,-41.046812803524325,10.231660231660232,19.388703138551257,0.128775996753666,518,518,3.3373124282455855,-1.0790691174110734,8.27,12.3,266,252,-1913.2200000000003,235
0.001,0.0015,0.002,1.0,-3.655854942399918,-16.972354338786772,3.3333333333333335,3.9784689014563264,0.11095069504795824,90,90,3.1896700683650554,-1.0790691174110734,4.0,2.5,50,40,-365.59000000000003,236
0.001,0.0015,0.002,2.0,-7.657951127199814,-25.57832948830712,8.5,7.9671638350028715,0.1214692960974197,200,200,3.1896700683650554,-1.0790691174110734,7.55,9.57,106,94,-765.8,237
0.001,0.0015,0.002,3.0,-11.933394997599699,-33.61134063444303,8.25082508250825,12.1759559014516,0.11164302412854536,303,303,3.1896700683650554,-1.0790691174110734,8.18,8.33,159,144,-1193.3400000000001,238
0.001,0.0015,0.002,4.0,-15.076687009199608,-37.57942325614031,9.16030534351145,15.31059037763976,0.11196400601989073,393,393,3.1896700683650554,-1.0790691174110734,7.8,10.64,205,188,-1507.67,239
0.001,0.0015,0.003,,-18.83872513239952,-40.647850135059585,10.216110019646365,19.096194849764192,0.12802624868997634,509,509,3.3373124282455855,-1.0790691174110734,8.08,12.45,260,249,-1883.8799999999999,240
0.001,0.0015,0.003,1.0,-3.655854942399918,-16.972354338786772,3.3333333333333335,3.9784689014563264,0.11095069504795824,90,90,3.1896700683650554,-1.0790691174110734,4.0,2.5,50,40,-365.59000000000003,241
0.001,0.0015,0.003,2.0,-7.51486469119982,-25.210513500057356,8.629441624365482,7.824556532234891,0.12349650017192977,197,197,3.1896700683650554,-1.0790691174110734,7.77,9.57,103,94,-751.49,242
0.001,0.0015,0.003,3.0,-11.741142959599701,-33.21157443170638,8.361204013377927,11.984233381174041,0.11326403710135383,299,299,3.1896700683650554,-1.0790691174110734,8.39,8.33,155,144,-1174.1100000000001,243
0.001,0.0015,0.003,4.0,-14.858389379599615,-37.185275021929975,9.278350515463918,15.092894002855264,0.11342239197030744,388,388,3.1896700683650554,-1.0790691174110734,8.0,10.64,200,188,-1485.8400000000001,244
0.001,0.0015,0.004,,-17.007864377199557,-38.242660545441616,10.10989010989011,17.335147251681605,0.1249325935290259,455,455,3.3373124282455855,-1.0790691174110734,9.24,11.06,238,217,-1700.78,245
0.001,0.0015,0.004,1.0,-3.4305741107999235,-16.078025156415496,3.571428571428571,3.753942435790493,0.11738142871292605,84,84,3.1896700683650554,-1.0790691174110734,4.26,2.7,47,37,-343.05,246
0.001,0.0015,0.004,2.0,-6.832111051199831,-23.708385619723682,8.98876404494382,7.144089132407936,0.1169789345253441,178,178,3.1896700683650554,-1.0790691174110734,8.51,9.52,94,84,-683.21,247
0.001,0.0015,0.004,3.0,-10.969559731999725,-31.799304706185435,8.303249097472925,11.214775316966907,0.10571079988314631,277,277,3.1896700683650554,-1.0790691174110734,9.03,7.52,144,133,-1096.96,248
0.001,0.0015,0.004,4.0,-13.630796595199632,-35.20538602597949,8.806818181818182,13.868682364070462,0.10962113844900861,352,352,3.1896700683650554,-1.0790691174110734,8.74,8.88,183,169,-1363.08,249
0.0015,,,,-52.16787564879857,-77.87071282494882,6.639004149377594,52.197603829910534,0.10146557853662255,1446,1446,4.004605958730329,-1.1317773677063894,6.82,6.38,850,596,-5216.79,250
0.0015,,,1.0,-14.159930005599609,-38.52422336008777,6.045340050377834,14.396307168279254,0.1294916014248362,397,397,3.639607686902295,-1.0790691174110734,8.22,3.37,219,178,-1416.0,251
0.0015,,,2.0,-22.15828707239943,-51.35461479184973,5.201342281879195,22.328547877609463,0.10497435086473987,596,596,3.639607686902295,-1.0790691174110734,6.71,3.36,328,268,-2215.83,252
0.0015,,,3.0,-34.67614343439902,-61.393098283984784,6.701030927835052,34.67614343439938,0.11570541314150763,970,970,3.639607686902295,-1.0790691174110734,7.95,5.29,516,454,-3467.61,253
0.0015,,,4.0,-41.76592157759889,-68.50245219008349,6.804478897502153,41.765921577599116,0.11149866447398867,1161,1161,4.004605958730329,-1.5182366763926998,7.65,5.72,654,507,-4176.59,254
0.0015,,0.001,,-52.16787564879857,-77.87071282494882,6.639004149377594,52.197603829910534,0.10146557853662255,1446,1446,4.004605958730329,-1.1317773677063894,6.82,6.38,850,596,-5216.79,255
0.0015,,0.001,1.0,-14.159930005599609,-38.52422336008777,6.045340050377834,14.396307168279254,0.1294916014248362,397,397,3.639607686902295,-1.0790691174110734,8.22,3.37,219,178,-1416.0,256
0.0015,,0.001,2.0,-22.15828707239943,-51.35461479184973,5.201342281879195,22.328547877609463,0.10497435086473987,596,596,3.639607686902295,-1.0790691174110734,6.71,3.36,328,268,-2215.83,257
0.0015,,0.001,3.0,-34.67614343439902,-61.393098283984784,6.701030927835052,34.67614343439938,0.11570541314150763,970,970,3.639607686902295,-1.0790691174110734,7.95,5.29,516,454,-3467.61,258
0.0015,,0.001,4.0,-41.76592157759889,-68.50245219008349,6.804478897502153,41.765921577599116,0.11149866447398867,1161,1161,4.004605958730329,-1.5182366763926998,7.65,5.72,654,507,-4176.59,259
0.0015,,0.002,,-52.16787564879857,-77.87071282494882,6.639004149377594,52.197603829910534,0.10146557853662255,1446,1446,4.004605958730329,-1.1317773677063894,6.82,6.38,850,596,-5216.79,260
0.0015,,0.002,1.0,-14.159930005599609,-38.52422336008777,6.045340050377834,14.396307168279254,0.1294916014248362,397,397,3.639607686902295,-1.0790691174110734,8.22,3.37,219,178,-1416.0,261
0.0015,,0.002,2.0,-22.15828707239943,-51.35461479184973,5.201342281879195,22.328547877609463,0.10497435086473987,596,596,3.639607686902295,-1.0790691174110734,6.71,3.36,328,268,-2215.83,262
0.0015,,0.002,3.0,-34.67614343439902,-61.393098283984784,6.701030927835052,34.67614343439938,0.11570541314150763,970,970,3.639607686902295,-1.0790691174110734,7.95,5.29,516,454,-3467.61,263
0.0015,,0.002,4.0,-41.76592157759889,-68.50245219008349,6.804478897502153,41.765921577599116,0.11149866447398867,1161,1161,4.004605958730329,-1.5182366763926998,7.65,5.72,654,507,-4176.59,264
0.0015,,0.003,,-52.00984854959857,-77.73095293350714,6.606397774687066,52.039674946256866,0.10127180757129313,1438,1438,4.004605958730329,-1.1317773677063894,6.84,6.27,848,590,-5200.98,265
0.0015,,0.003,1.0,-14.22180606759961,-38.72277794265804,5.793450881612091,14.45801284262727,0.12890541335324038,397,397,3.639607686902295,-1.0790691174110734,8.18,2.82,220,177,-1422.18,266
0.0015,,0.003,2.0,-22.096787072799433,-51.33588608183171,5.05050505050505,22.267182395083406,0.10517092427914577,594,594,3.639607686902295,-1.0790691174110734,6.71,3.01,328,266,-2209.6800000000003,267
0.0015,,0.003,3.0,-34.55639701079904,-61.20107735610221,6.721820062047571,34.556397010799365,0.11605982695953007,967,967,3.639607686902295,-1.0790691174110734,8.01,5.27,512,455,-3455.64,268
0.0015,,0.003,4.0,-41.59047036159893,-68.261104233451,6.833910034602077,41.59047036159912,0.11191638524732107,1156,1156,4.004605958730329,-1.5182366763926998,7.72,5.71,648,508,-4159.05,269
0.0015,,0.004,,-47.22485543439867,-71.69998969387098,7.351837959489872,47.302641866883036,0.11496891239213608,1333,1333,4.004605958730329,-1.5182366763926998,7.93,6.46,807,526,-4722.49,270
