body_threshold,Total Return [%],Total Trades,Sharpe Ratio,Max Drawdown [%],win_rate,avg_duration_min,median_duration_min
2e-05,0,0,0,0,0,0,0
5.111111111111111e-05,0,0,0,0,0,0,0
8.222222222222222e-05,0,0,0,0,0,0,0
0.00011333333333333333,0,0,0,0,0,0,0
0.00014444444444444444,0,0,0,0,0,0,0
0.00017555555555555553,0,0,0,0,0,0,0
0.00020666666666666666,0,0,0,0,0,0,0
0.00023777777777777778,0,0,0,0,0,0,0
0.0002688888888888889,0,0,0,0,0,0,0
0.0003,0,0,0,0,0,0,0
