Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,rsi_window,entry_long,exit_long,entry_short,exit_short
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-558.911037992895,-1217.82207598579,48.684645106865275,100.0,3900.331276969495,384.36428030001116,312 days 14:00:00,39,38,1,-214.18736131571953,60.526315789473685,3.424045756106231,-3.6571402545350136,0.827586545713821,-1.6403381191784547,0 days 05:10:26.086956521,0 days 07:08:00,0.9671410917300429,-10.387465175715136,1.4656568352333594,,1.474436189723638,4.211503102915968,7,20,50,65,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-1307.3883113191823,-2714.7766226383646,48.684645106865275,100.0,1220.3117930144879,384.36428030001116,322 days 12:00:00,11,10,1,-468.8174967560474,60.0,3.424045756106231,-2.572228913307798,0.942859297856048,-1.9229342513445091,0 days 04:10:00,0 days 06:00:00,0.8063769805830836,-88.85708145631361,0.10443362019080116,,1.0285368411924385,0.17732939082789578,7,20,50,65,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,50,70,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,50,70,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-62.77840251445622,-225.55680502891244,48.684645106865275,50.13135070121514,347.2772003995898,343.4064109000028,322 days 06:00:00,3,2,1,-20.586964145520778,50.0,0.13050146755331066,-0.2321827023371392,0.13050146755331066,-0.2321827023371392,0 days 02:00:00,0 days 07:00:00,0.5484640891738123,-46.09571918445379,-1.1551274514489176,519.8111759269004,0.09866890081143008,-1.155315436530066,7,20,50,70,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,50,75,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,50,75,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-62.77840251445622,-225.55680502891244,48.684645106865275,50.13135070121514,347.2772003995898,343.4064109000028,322 days 06:00:00,3,2,1,-20.586964145520778,50.0,0.13050146755331066,-0.2321827023371392,0.13050146755331066,-0.2321827023371392,0 days 02:00:00,0 days 07:00:00,0.5484640891738123,-46.09571918445379,-1.1551274514489176,519.8111759269004,0.09866890081143008,-1.155315436530066,7,20,50,75,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-457.7904237346667,-1015.5808474693334,48.684645106865275,50.392235758837366,175.80478851147947,700.6372932999802,322 days 06:00:00,2,1,1,-150.16998883163922,0.0,-0.40797532699502254,-0.40797532699502254,,-0.40797532699502254,,0 days 16:00:00,0.0,-357.620434903033,-1.1704407620849997,,0.327768252271171,-1.1721956605707482,7,20,50,80,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-248.71834580683674,-597.4366916136735,48.684645106865275,50.06366308012351,175.80478851147947,700.6372932999802,322 days 06:00:00,2,1,1,-81.58762017635472,0.0,-0.24730714711909652,-0.24730714711909652,,-0.24730714711909652,,0 days 05:00:00,0.0,-217.1307256304795,-1.5101119406139807,2.0312540445786427,0.7150039931426421,-1.6040445926338072,7,20,50,80,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-248.71834580683674,-597.4366916136735,48.684645106865275,50.06366308012351,175.80478851147947,700.6372932999802,322 days 06:00:00,2,1,1,-81.58762017635472,0.0,-0.24730714711909652,-0.24730714711909652,,-0.24730714711909652,,0 days 05:00:00,0.0,-217.1307256304795,-1.5101119406139807,2.0312540445786427,0.7150039931426421,-1.6040445926338072,7,20,50,80,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-794.2667968712956,-1688.5335937425912,48.684645106865275,100.0,868.0809289881013,384.36428030001116,322 days 12:00:00,9,8,1,-284.816812451015,50.0,3.424045756106231,-2.8340612525586466,1.5225526624797863,-1.939367248469974,0 days 04:45:00,0 days 09:30:00,0.8789374468985445,-69.93124805253382,0.904995996491211,,1.2816798832875897,1.6619583801227493,7,20,60,65,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-667.4065615764828,-1434.8131231529655,48.684645106865275,100.0,3898.1611257847394,384.36428030001116,322 days 12:00:00,39,38,1,-255.76530186666554,63.1578947368421,3.424045756106231,-3.6571402545350087,0.8518208891305048,-1.9688498476999636,0 days 05:52:30,0 days 08:51:25.714285714,0.9618140389072932,-12.148454202888672,1.1257651457786502,0.13442614702659958,5.973781799207798,45.37420361838746,7,20,60,65,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-1307.485843228054,-2714.971686456108,48.684645106865275,100.0,1220.311664700761,384.36428030001116,322 days 12:00:00,11,10,1,-468.8524708069663,60.0,3.424045756106231,-2.572228913307798,0.9420165610466814,-1.922934251344506,0 days 04:19:59.999999999,0 days 06:00:00,0.806363281517528,-88.8633372421076,0.10461093953774363,,1.0285832063091966,0.17764892988643616,7,20,60,65,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,60,70,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,60,70,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-62.77840251445622,-225.55680502891244,48.684645106865275,50.13135070121514,347.2772003995898,343.4064109000028,322 days 06:00:00,3,2,1,-20.586964145520778,50.0,0.13050146755331066,-0.2321827023371392,0.13050146755331066,-0.2321827023371392,0 days 02:00:00,0 days 07:00:00,0.5484640891738123,-46.09571918445379,-1.1551274514489176,519.8111759269004,0.09866890081143008,-1.155315436530066,7,20,60,70,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,60,75,40
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-3533.465505198397,-7166.931010396793,48.684645106865275,50.163679733616654,171.49581508490832,1260.73795989878,322 days 12:00:00,2,1,1,-1217.3028259630516,0.0,-2.8340612525586395,-2.8340612525586395,,-2.8340612525586395,,0 days 04:00:00,0.0,-2366.1626792353495,-1.1110232785291514,,0.7867428690946221,-1.2381986715526454,7,20,60,75,50
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-62.77840251445622,-225.55680502891244,48.684645106865275,50.13135070121514,347.2772003995898,343.4064109000028,322 days 06:00:00,3,2,1,-20.586964145520778,50.0,0.13050146755331066,-0.2321827023371392,0.13050146755331066,-0.2321827023371392,0 days 02:00:00,0 days 07:00:00,0.5484640891738123,-46.09571918445379,-1.1551274514489176,519.8111759269004,0.09866890081143008,-1.155315436530066,7,20,60,75,60
2024-09-01 01:00:00+02:00,2025-07-21 21:00:00+02:00,323 days 21:00:00,50.0,-457.7904237346667,-1015.5808474693334,48.684645106865275,50.392235758837366,175.80478851147947,700.6372932999802,322 days 06:00:00,2,1,1,-150.16998883163922,0.0,-0.40797532699502254,-0.40797532699502254,,-0.40797532699502254,,0 days 16:00:00,0.0,-357.620434903033,-1.1704407620849997,,0.327768252271171,-1.1721956605707482,7,20,60,80,40
