Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,fast_window,slow_window
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,12.973320791492341,-74.05335841701532,50.315549047387464,66.72262210909074,24.826412191798347,75.99515969005304,322 days 23:15:00,805,804,1,0.02362053102431627,22.512437810945272,29.089164964139353,-4.70551617129926,2.030033708012539,-0.9364789182252399,0 days 10:57:25.856353591,0 days 03:15:36.115569823,0.5790984046562421,-0.046082462362601995,-4.81569904976498,-1.0288212372989392,0.9003444273595426,-6.969713409409923,5,27
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,14.13650299165299,-71.72699401669402,50.315549047387464,66.72262210909075,24.107339680594453,74.12790543097336,321 days 12:00:00,761,760,1,0.025738337381486787,23.289473684210527,27.311885013193727,-4.076284998628391,2.030143254421427,-0.9631622872191375,0 days 11:39:24.406779661,0 days 03:20:22.641509433,0.589612759557093,-0.0472226780864846,-4.537886184621748,-1.0247917615241235,0.9055168356535942,-6.5890552643974205,5,29
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,0.2534578286081697,-99.49308434278366,50.315549047387464,62.73495038829934,25.564347629452637,99.49453213947498,322 days 23:15:00,2418,2417,1,-0.0007602118036371397,19.486967314853125,10.785397177469008,-3.962328990402391,0.9108099080839536,-0.6694015109946396,0 days 03:16:25.987261146,0 days 01:15:35.149023638,0.24562138351639493,-0.020581622656014854,-18.95537969292621,-1.0024978105026148,0.6797645950855277,-25.979355772918222,7,9
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,1.785614950425341,-96.42877009914932,50.315549047387464,62.80975938498394,26.634102699301227,96.50958205235325,323 days 04:45:00,1648,1648,0,0.0,22.0873786407767,11.265966726089438,-3.9623289904023924,1.1329328514735957,-0.7487242147216144,0 days 04:43:58.186813186,0 days 01:46:36.728971962,0.35672965697936215,-0.029256301607751493,-12.051629573903115,-1.0120577334663197,0.7775645853791998,-17.026739342819127,7,11
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,3.451508094798065,-93.09698381040387,50.315549047387464,64.66289783729722,26.334937317268068,93.16520739433189,323 days 04:30:00,1333,1332,1,0.00628416234703133,23.04804804804805,20.39146679330591,-3.6839220726036697,1.30585303470402,-0.8188643474978854,0 days 05:55:30.293159609,0 days 02:07:53.268292682,0.41981208956446153,-0.034951033083745385,-9.675782260901329,-1.0208191235692572,0.8151416938619506,-13.835146673667058,7,13
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,4.779499690374308,-90.44100061925138,50.315549047387464,64.86483427694289,25.520136027782083,90.69768314955078,321 days 22:30:00,1168,1167,1,0.008221688388090342,22.707797772065124,22.163768931206757,-4.013940715279428,1.446676248597158,-0.8506760563167938,0 days 06:50:02.264150943,0 days 02:26:09.512195121,0.4429755671047717,-0.038756402740371704,-8.476194754873056,-1.0246307698480892,0.8344469705261878,-12.125789760492962,7,15
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,6.739646327137578,-86.52070734572484,50.315549047387464,66.84252191334443,26.08213605969199,86.78542136760575,321 days 12:00:00,1042,1041,1,0.011593529770334676,23.72718539865514,29.29764964529073,-4.343213998101773,1.5434901586903915,-0.8904500549404942,0 days 07:31:38.380566801,0 days 02:41:47.304785894,0.49508308677978236,-0.04156767262500754,-7.219394272622821,-1.0322296981929122,0.8559630850915987,-10.323905972195014,7,17
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,7.395800549954224,-85.20839890009155,50.315549047387464,66.72262210909058,24.955532841104343,85.96485047984952,321 days 22:30:00,966,965,1,0.01272224530627053,24.352331606217618,28.805878311481642,-4.694230366155778,1.5900980191057927,-0.9370278256746535,0 days 08:07:51.063829787,0 days 02:50:26.712328767,0.5039313359720882,-0.04416261315580537,-6.886938460628649,-1.0286866500427856,0.8613556189479071,-9.86121337694526,7,19
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,8.97939133718424,-82.04121732563152,50.315549047387464,66.72262210909071,24.391796332822683,83.14430177244532,322 days 12:30:00,889,888,1,0.015446335866016625,23.423423423423422,29.237684180095787,-4.694230366155779,1.7802384565954041,-0.953251507057812,0 days 09:12:28.557692307,0 days 03:03:43.676470588,0.5253762894212834,-0.04621177364716418,-6.147753919048448,-1.0295222263292148,0.8746764511335858,-8.813922621248317,7,21
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,10.462343153124174,-79.07531369375165,50.315549047387464,66.72262210909071,24.138340508721246,80.89657652109243,322 days 12:30:00,830,829,1,0.017997307414307606,23.76357056694813,28.652408454993296,-4.694230366155761,1.8257816385571473,-0.9687992500353256,0 days 09:48:11.878172588,0 days 03:16:24.018987341,0.5420677283168486,-0.047714902478033665,-5.587960833315025,-1.0246111421140303,0.8850108836168972,-8.026116038247054,7,23
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,12.422945537454083,-75.15410892509183,50.315549047387464,66.74823491480069,23.48591167355106,77.28598125056304,319 days 16:30:00,768,767,1,0.02136993277285093,24.38070404172099,28.764698085482905,-4.484889137569185,1.885562384069096,-0.994457194990977,0 days 10:35:08.021390374,0 days 03:28:06.724137931,0.5647521203167625,-0.049020110033010406,-5.009694039578928,-1.0251146675632377,0.8961150336876247,-7.220529190082777,7,25
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,13.815935129660176,-72.36812974067965,50.315549047387464,66.74823491480082,23.119937374811673,75.21576239956376,319 days 16:30:00,732,731,1,0.023766151435243188,23.803009575923394,29.10338239320459,-4.388342595833773,2.000116327728908,-0.9952779311256474,0 days 11:21:02.068965517,0 days 03:37:04.955116696,0.5781705066142464,-0.04953191658245558,-4.631821480231329,-1.0181357513978382,0.903511770478414,-6.687972841499681,7,27
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,15.095434979502592,-69.80913004099482,50.315549047387464,66.74823491480079,21.565149257593177,72.8325295967076,321 days 22:30:00,680,679,1,0.02596714520854526,23.85861561119293,27.45897370563222,-4.076284998628403,2.072845629298788,-1.0197827558781762,0 days 12:17:24.444444444,0 days 03:51:49.090909090,0.5770634202648167,-0.051444082718271,-4.343216141772761,-1.0176474266395388,0.9090134878354026,-6.272967787606462,7,29
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,0.5226451240821959,-98.95470975183561,50.315549047387464,62.64255625117829,26.388650306553966,98.96236306667637,323 days 04:30:00,2119,2119,0,0.0,20.10382255781029,10.648428584255408,-4.013940715279424,0.9667344400439357,-0.6883561271608286,0 days 03:40:33.802816901,0 days 01:24:55.392793857,0.29092578015576503,-0.02334938880411419,-16.406211043536356,-1.004609056057623,0.7115796212273333,-22.697777245215903,9,11
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,2.3056369421499667,-95.38872611570007,50.315549047387464,62.8146627226534,25.773788981554265,95.45587380757851,323 days 04:15:00,1465,1464,1,0.004197874221885778,22.540983606557376,12.902383675703181,-4.343213998101772,1.2240960531488085,-0.8024755391663014,0 days 05:21:30,0 days 01:56:33.650793650,0.38626754246793615,-0.032580984243218626,-11.13461346029419,-1.0150793505126303,0.7899906246780354,-15.688740117304555,9,13
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,4.5507165936779685,-90.89856681264406,50.315549047387464,64.86483427694236,25.907463722676134,91.26286927861099,323 days 04:00:00,1178,1177,1,0.010747552431390694,22.1750212404418,21.743514557167035,-4.343213998101775,1.457368673569457,-0.8432912865939057,0 days 06:40:10.344827586,0 days 02:25:40.611353711,0.4447647846970359,-0.03862364567438683,-8.688145093033382,-1.0224562752938646,0.8294709909237615,-12.361141784545909,9,15
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,6.184495202387637,-87.63100959522473,50.315549047387464,66.72262210909128,24.76310230093364,88.23986192946916,321 days 12:00:00,1039,1038,1,0.01460609226724463,24.18111753371869,29.155723575734672,-5.155335332058047,1.5094850111803264,-0.9135530927570206,0 days 07:27:22.231075697,0 days 02:40:47.268106734,0.4733090923433503,-0.04222554035633898,-7.53280960668875,-1.026131071436238,0.8493606602823628,-10.727486607538058,9,17
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,7.810589996508618,-84.37882000698276,50.315549047387464,66.72262210909064,24.184564467847306,85.13255979841207,321 days 22:30:00,934,933,1,0.015728697978826922,24.008574490889604,28.805878311481635,-5.349116095500622,1.6328117838633658,-0.9407986990595623,0 days 08:20:45.535714285,0 days 02:57:45.444287729,0.49711550727453213,-0.04523594716127589,-6.705709149554168,-1.030111432967042,0.8637147305097909,-9.575791423065205,9,19
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,9.013094206258202,-81.9738115874836,50.315549047387464,66.72262210909078,23.52863354953424,83.11501727284575,321 days 12:00:00,860,859,1,0.01815025967159034,23.050058207217695,29.237684180095787,-4.832816566637691,1.7300746485559964,-0.9386291421254087,0 days 09:06:44.545454545,0 days 03:16:24.417549167,0.5016065261413363,-0.047735804485929456,-6.3426845330053805,-1.0291508383573624,0.872529938733746,-8.887217210234088,9,21
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,10.463352631283577,-79.07329473743285,50.315549047387464,66.7482349148008,22.581543819183775,80.7967218271017,321 days 12:00:00,785,784,1,0.024711587438574156,24.872448979591837,28.801044694116452,-5.084833286089589,1.7051922875977836,-0.9941520297013722,0 days 09:44:50.769230769,0 days 03:30:07.640067911,0.517329761198501,-0.05046091703591208,-5.772467748358537,-1.0258543707622452,0.8830764563374273,-8.088813462234299,9,23
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,13.061863912343007,-73.87627217531399,50.315549047387464,66.74823491480079,22.222161875160236,76.42020651295334,319 days 16:30:00,717,716,1,0.026303533101805776,25.0,28.764698085482888,-4.775151733646575,1.8660441490201882,-1.024252814885068,0 days 10:54:08.044692737,0 days 03:45:46.927374301,0.5591769721232919,-0.051626312319495465,-4.9757273258139945,-1.0208992695719974,0.8982235604408974,-7.003419470445893,9,25
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,16.028434427477357,-67.94313114504529,50.315549047387464,66.65164636435111,21.695141589544782,71.46584752472988,321 days 12:00:00,664,663,1,0.03227751095575826,25.49019607843137,28.542740757015633,-4.076284998628403,1.9583628924973364,-1.037261318994932,0 days 11:54:29.822485207,0 days 03:57:16.032388663,0.5894440646333365,-0.051287847788052066,-4.232584783310438,-1.0117478226059728,0.9124912845432906,-5.976710257989932,9,27
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,15.187885132975097,-69.6242297340498,50.315549047387464,66.65164636435098,20.11564841735434,72.5052907321504,322 days 12:30:00,632,631,1,0.030584841644548888,25.198098256735342,29.28516137549961,-4.037695343393382,1.9842366124937005,-1.0718005053538548,0 days 12:40:56.603773584,0 days 04:08:02.415254237,0.5626467871953047,-0.05521822457792336,-4.438426013558431,-1.0197721074670387,0.9082247689691092,-6.253465121531336,9,29
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,0.5786090987590882,-98.84278180248182,50.315549047387464,62.81466272265411,24.850725380701896,98.84710074411439,323 days 04:00:00,1925,1924,1,0.0006456557463783708,19.12681912681913,12.902383675703177,-4.694230366155789,1.0436153203306102,-0.7202567068602996,0 days 04:11:32.119565217,0 days 01:33:03.933161953,0.2848935482792298,-0.025687129187623267,-16.135940235194038,-1.0050648161374733,0.7144987629689242,-22.282430310418807,11,13
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,2.274654257875696,-95.45069148424861,50.315549047387464,64.57866616564696,23.290056732856765,95.5101462966186,321 days 12:00:00,1328,1327,1,0.003912856932821063,21.250941974378296,20.417843036963045,-5.155335332058044,1.2428668444376174,-0.8216177911130434,0 days 05:58:33.829787234,0 days 02:11:09.186602870,0.3497472612549848,-0.035967790956335455,-11.50172298378508,-1.0149950978603872,0.7860169768790127,-15.73191314045692,11,15
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,3.830131210037571,-92.33973757992486,50.315549047387464,66.72262210909126,21.560658015020824,92.52650868049774,321 days 22:30:00,1088,1087,1,0.007712986733254379,22.539098436062556,29.155723575734644,-5.155335332058026,1.3969072306294132,-0.9058413197081325,0 days 07:06:44.081632653,0 days 02:38:31.995249406,0.3744433842926347,-0.0424816759675216,-9.52265832931791,-1.02127107767647,0.8163869728777785,-13.092578353015119,11,17
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,6.32970656745826,-87.34058686508348,50.315549047387464,66.7226221090907,22.689371766280942,87.97217106134396,322 days 12:30:00,962,961,1,0.007063164798017496,23.82934443288241,29.283890158393344,-5.349116095500606,1.517498758191267,-0.9342539233163386,0 days 07:58:53.187772925,0 days 02:55:55.327868852,0.44047264830366856,-0.04544990280680515,-7.64123660243653,-1.0264014000371064,0.8491888010245531,-10.604386500598423,11,19
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,8.624522623435219,-82.75095475312956,50.315549047387464,66.74823491480075,22.39257726975009,83.63615345534933,321 days 12:00:00,852,851,1,0.009623893926890226,23.384253819036427,29.386996081784588,-5.084833286089562,1.7403721514219337,-0.9676487550113959,0 days 09:16:07.839195979,0 days 03:15:35.889570552,0.48787830049981246,-0.0486311413284276,-6.497456960079875,-1.031127869504342,0.8697434566642082,-9.092350111969624,11,21
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,9.494322106953092,-81.01135578609382,50.315549047387464,66.65164636435091,20.910390849422054,81.86056071985153,319 days 16:30:00,761,760,1,0.010594481904049324,23.42105263157895,28.241714967098595,-4.775151733646576,1.7998753441933382,-1.0122488385315072,0 days 10:24:26.292134831,0 days 03:38:34.948453608,0.484374434367023,-0.05331088470388277,-6.139780796696954,-1.034240420122787,0.8756569865237759,-8.54617107152277,11,23
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,11.29796124664454,-77.40407750671092,50.315549047387464,66.65164636435084,20.786952359154505,79.01317343356062,321 days 12:00:00,707,706,1,0.012607118721257748,25.07082152974504,28.205526074321664,-4.388342595833796,1.8084329938133235,-1.0585445141338965,0 days 11:03:23.389830508,0 days 03:47:22.911153119,0.5204922864652997,-0.05483660888396141,-5.525581767449647,-1.0294144470846263,0.8871108904020691,-7.711605465721432,11,25
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,13.48616138560125,-73.0276772287975,50.315549047387464,66.6516463643511,20.02740037181362,75.44827684435441,322 days 23:30:00,653,652,1,0.01504887775507413,25.0,28.542740757015633,-4.07628499862839,1.937399179572544,-1.0757436115802634,0 days 12:01:22.822085889,0 days 04:03:33.496932515,0.5396400872884138,-0.05602590106158571,-4.900014367046002,-1.0233470961987206,0.8988870702384426,-6.875034229021426,11,27
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,17.846801188518626,-64.30639762296275,50.315549047387464,66.66607401929271,20.076315511530723,67.52102064094922,322 days 23:30:00,600,599,1,0.019914809094000674,25.041736227045075,29.369181412934214,-3.8739456769337606,2.1180774363728587,-1.0718884417996162,0 days 13:16:36,0 days 04:22:59.064587973,0.5974216829374448,-0.05371137499261332,-3.850496687648036,-1.0179726617944063,0.919840769453918,-5.476051514975072,11,29
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,0.7943774570074993,-98.411245085985,50.315549047387464,62.952446901908075,24.024861111200963,98.42659268433368,322 days 23:15:00,1760,1759,1,0.001876103069429258,19.727117680500285,11.886764477500778,-5.155335332058035,1.0092248321869393,-0.7326798759092514,0 days 04:27:42.536023054,0 days 01:42:19.376770538,0.2743743470227781,-0.02797470076524272,-15.603773964075652,-1.0065091530783181,0.7251086323666048,-20.889141186522153,13,15
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,3.1243293356218302,-93.75134132875634,50.315549047387464,64.95573690926798,24.7595622072937,93.91659393187255,321 days 22:30:00,1236,1235,1,0.006291667150414737,22.83400809716599,23.146757517354803,-5.349116095500605,1.2264339643195015,-0.840345072704156,0 days 06:00:51.063829787,0 days 02:22:19.139559286,0.3813646665726863,-0.03796110310245218,-10.350672419657716,-1.0181931507933668,0.8031053330872314,-14.1736478763689,13,17
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,5.650508172902313,-88.69898365419537,50.315549047387464,66.74823491480048,23.665381688267434,89.26295173299995,322 days 12:30:00,1001,1000,1,0.006305263915857395,23.200000000000003,29.43325540186362,-4.83281656663769,1.4545307095470468,-0.9021561428124084,0 days 07:37:33.879310344,0 days 02:50:26.953125,0.431338025475628,-0.04435579709101344,-8.171326910029629,-1.0246321342963531,0.8398946353715664,-11.30392839389582,13,19
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,6.702994795789742,-86.59401040842052,50.315549047387464,66.65164636435131,21.91158432135934,87.39677181406353,321 days 12:00:00,887,886,1,0.0006467471329205665,22.34762979683973,27.70600969068883,-5.084833286089584,1.6066843398530533,-0.9378730851652288,0 days 09:04:41.818181818,0 days 03:08:31.482558139,0.4330371691196616,-0.04886868166065821,-7.5178138472189655,-1.0257404437553916,0.8512087133495356,-10.415717326303682,13,21
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,8.850010961928334,-82.29997807614333,50.315549047387464,66.6516463643511,21.358878426451994,83.05026536719154,322 days 12:30:00,774,773,1,0.0008539047679914091,25.22639068564036,28.24171496709859,-4.166557148746016,1.6533019400249704,-1.0431886115815852,0 days 09:48:32.307692307,0 days 03:33:41.107266435,0.48703785722921017,-0.0532352431343333,-6.396429255871894,-1.0335050367655683,0.8706964928721309,-8.855771632417367,13,23
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,12.447480785537053,-75.1050384289259,50.315549047387464,66.65164636435082,21.555967054528978,76.81722774861362,322 days 12:30:00,695,694,1,0.013889839469086063,25.79250720461095,28.205526074321657,-4.388342595833775,1.783357177935604,-1.0547068325191544,0 days 10:56:23.798882681,0 days 03:52:11.650485436,0.5404830321269749,-0.05413027241200566,-5.191339065296963,-1.0307672881877155,0.893314585863261,-7.264460276704236,13,25
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,17.805803418922466,-64.38839316215507,50.315549047387464,66.66607401929276,21.698802031220147,67.2312422888543,322 days 12:30:00,632,631,1,0.0017180160005150213,25.51505546751189,28.62627868191509,-4.373586133305539,2.0235198268595904,-1.0412687011813022,0 days 12:25:48.447204968,0 days 04:09:24.893617021,0.6084842959918372,-0.05102363644544855,-3.8232120042010354,-1.023565780040255,0.9200603711445057,-5.410532332844343,13,27
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,21.39121695096128,-57.21756609807744,50.315549047387464,66.58191931654129,21.259247836993445,61.017567181153595,322 days 12:30:00,580,579,1,-0.016991990131460355,26.42487046632124,28.880125618319507,-4.373586133305534,2.085926719780377,-1.0619294711395069,0 days 13:18:31.764705882,0 days 04:32:40.563380281,0.6521692159283893,-0.0493813317079575,-3.14691325316629,-1.010234448248311,0.9340453730995265,-4.508279551467245,13,29
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,1.2489149935553456,-97.50217001288931,50.315549047387464,64.52041213174661,25.805591308706816,97.55195675813367,323 days 03:00:00,1651,1650,1,0.0013936337054784032,19.93939393939394,21.21096818728953,-4.8328165666377005,1.1070476956703956,-0.7357234362807169,0 days 04:47:30.455927051,0 days 01:47:20.348221044,0.3141061415377068,-0.029546956751606117,-13.691626555312808,-1.009161916971491,0.7507413935018712,-18.515468958873715,15,17
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,3.515949832077915,-92.96810033584417,50.315549047387464,66.6660740192932,23.531090223325478,93.31191596957306,322 days 12:30:00,1158,1157,1,0.00033924097253024144,22.731201382886777,27.789004259806443,-5.084833286089574,1.246057212995204,-0.8527768221376211,0 days 06:28:07.072243346,0 days 02:31:02.416107382,0.37383593931362896,-0.04017665463171509,-9.92297970923367,-1.0181074317960201,0.809870501878519,-13.5620089423403,15,19
2024-09-01 01:00:00+02:00,2025-07-21 10:45:00+02:00,323 days 10:00:00,50.0,6.34088979047219,-87.31822041905562,50.315549047387464,66.65164636435122,22.66193778238774,87.76988047049092,322 days 12:30:00,936,935,1,0.0006118089625744005,24.385026737967912,27.706009690688827,-4.775151733646574,1.4193539570678952,-0.9333519295279634,0 days 07:57:45.789473684,0 days 03:02:02.206506364,0.4333072314516481,-0.046694889859348054,-7.686685680094253,-1.028546525458737,0.8478681675628582,-10.651691549746335,15,21
