Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,body_threshold
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,10221.906690193446,2.219066901934458,45.74592445327483,7.392812445108571,0.4995004995004706,0.8576819455203395,37 days 03:00:00,1,0,1,221.9066901934458,,,,,,,,,,1.2263476690515123,0.9608365862344646,1.0642600761269316,1.7729916629209352,0.0001
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,10140.880194640553,1.4088019464055355,45.74592445327483,7.376904441785492,5.402782686522469,2.6075693826660706,875 days 17:00:00,6,5,1,218.51970472199952,40.0,15.687013005983783,-19.65234677239673,12.352953960124461,-13.356577414105328,72 days 20:45:00,51 days 11:30:00,0.6114776680023906,-15.527902016289197,0.4011157973691502,0.20114342758548778,1.0091192107246203,0.566132727953737,0.0002
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9932.806676230775,-0.671933237692241,45.74592445327483,5.796844991911653,17.834606020675167,1.5036132061386511,907 days 15:00:00,18,18,0,0.0,44.44444444444444,13.529298952092367,-10.538799672088695,3.043941322789222,-3.772109994789673,10 days 06:09:22.500000,12 days 00:07:30,0.6419842682274651,-3.732962431623549,-0.3119621764171322,-0.16745670713590527,0.9889879441525404,-0.4356356429421951,0.00030000000000000003
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9899.193180957198,-1.0080681904280289,45.74592445327483,6.373926269041433,47.5573851283825,3.7708974950210203,895 days 20:15:00,49,48,1,113.16489296426158,43.75,15.63346666084741,-21.82846506997874,1.9168010658637307,-3.083242600565841,5 days 08:48:34.285714285,7 days 10:12:13.333333333,0.47878874393980064,-4.45774400014718,-0.3217409891283901,-0.10028077655161433,0.9913923416879193,-0.45039417090776057,0.0004
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9698.821985925633,-3.0117801407436753,45.74592445327483,5.810127096069076,87.16508024693896,3.786773116897457,946 days 01:15:00,89,89,0,0.0,30.337078651685395,14.667590596446182,-18.171426217173924,2.179977017958648,-1.9315116923201272,4 days 17:05:00,3 days 12:39:11.612903225,0.4891609739597943,-3.3840226300490657,-0.9499427587122807,-0.300257252702837,0.9747380659456886,-1.333034543033247,0.0005
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9587.57453880016,-4.124254611998407,45.74592445327483,5.841161259858426,143.95859367336,4.617734940060501,946 days 01:15:00,147,147,0,0.0,31.292517006802722,15.318637961838666,-21.82846506997874,1.7920483357984704,-1.6465985197201203,2 days 22:07:49.565217391,2 days 22:37:25.544554455,0.49480755784298663,-2.8056153823118373,-1.1440597243070514,-0.33838515781122946,0.9728520460234285,-1.6045943246267058,0.0006000000000000001
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9573.291169532355,-4.267088304676461,45.74592445327483,5.841161259858424,227.6341811878715,4.737973351265624,946 days 01:15:00,233,233,0,0.0,28.32618025751073,15.000246234979695,-21.261886753748954,1.9656955232725166,-1.2963390654671192,2 days 11:42:30,1 days 15:20:34.131736526,0.5973175618870536,-1.8313683711057802,-1.2064778129308247,-0.3413772290470009,0.9716845644455534,-1.7026092044340009,0.0007000000000000001
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9517.085117886825,-4.829148821131746,45.74592445327483,5.791099004866771,319.89496202812575,5.221138419335757,975 days 09:30:00,328,328,0,0.0,26.52439024390244,14.035682583233008,-18.643312050115245,1.521169148835476,-0.9585715029065405,2 days 00:20:31.034482758,0 days 22:51:05.975103734,0.571744809544893,-1.4723014698572336,-1.4654346892416577,-0.351231050994919,0.9644093192340114,-2.0493855204080407,0.0008
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9389.58103841511,-6.104189615848907,45.74592445327483,5.791099004866776,395.38166420079943,6.424212686402971,975 days 10:45:00,408,407,1,-7.450121124351256,27.27272727272727,14.035682583233026,-13.412433151127653,1.3413543672178185,-0.9223893637680388,1 days 12:12:58.378378378,0 days 20:59:38.716216216,0.5449809582574536,-1.4814959225074706,-1.8432911029666226,-0.36233115127620946,0.9567569630457662,-2.592053290687812,0.0009000000000000001
2024-09-01 01:00:00+02:00,2025-07-23 09:45:00+02:00,976 days 02:30:00,10000.0,9320.928269712043,-6.790717302879563,45.74592445327483,5.791099004866771,456.50649290077644,7.377485239992429,970 days 08:15:00,472,471,1,-7.395648891749261,28.02547770700637,14.035682583232997,-12.688229405212203,1.2306129635659226,-0.8887036337554187,1 days 04:38:58.636363636,0 days 19:36:01.061946902,0.5395253994731171,-1.4260638670832453,-1.9275907583003797,-0.35179308135780474,0.9547987604468597,-2.7125379441107027,0.001
